mgi_symbol	ensembl_gene_id	hgnc_symbol
Elovl2	ENSG00000197977	ELOVL2
Elovl3	ENSG00000119915	ELOVL3
Elovl4	ENSG00000118402	ELOVL4
Elovl5	ENSG00000012660	ELOVL5
Elovl6	ENSG00000170522	ELOVL6
Elovl7	ENSG00000164181	ELOVL7
Elp2	ENSG00000134759	ELP2
Elp3	ENSG00000134014	ELP3
Elp4	ENSG00000109911	ELP4
Elp5	ENSG00000170291	ELP5
Elp6	ENSG00000163832	ELP6
Emb	ENSG00000170571	EMB
Emc1	ENSG00000127463	EMC1
Emc10	ENSG00000161671	EMC10
Emc2	ENSG00000104412	EMC2
Emc3	ENSG00000125037	EMC3
Emc4	ENSG00000128463	EMC4
Emc6	ENSG00000127774	EMC6
Emc7	ENSG00000134153	EMC7
Emc8	ENSG00000131148	EMC8
Emc9	ENSG00000100908	EMC9
Emcn	ENSG00000164035	EMCN
Emd	ENSG00000102119	EMD
Eme1	ENSG00000154920	EME1
Eme2	ENSG00000197774	EME2
Emg1	ENSG00000126749	EMG1
Emid1	ENSG00000186998	EMID1
Emilin1	ENSG00000138080	EMILIN1
Emilin2	ENSG00000132205	EMILIN2
Emilin3	ENSG00000183798	EMILIN3
Eml1	ENSG00000066629	EML1
Eml3	ENSG00000149499	EML3
Eml4	ENSG00000143924	EML4
Eml5	ENSG00000165521	EML5
Eml6	ENSG00000214595	EML6
Emp1	ENSG00000134531	EMP1
Emp2	ENSG00000213853	EMP2
Emp3	ENSG00000142227	EMP3
Emx1	ENSG00000135638	EMX1
Emx2	ENSG00000170370	EMX2
En1	ENSG00000163064	EN1
En2	ENSG00000164778	EN2
Enah	ENSG00000154380	ENAH
Enam	ENSG00000132464	ENAM
Enc1	ENSG00000171617	ENC1
Endod1	ENSG00000149218	ENDOD1
Endog	ENSG00000167136	ENDOG
Endou	ENSG00000111405	ENDOU
Endov	ENSG00000173818	ENDOV
Eng	ENSG00000106991	ENG
Engase	ENSG00000167280	ENGASE
Enho	ENSG00000168913	ENHO
Enkur	ENSG00000151023	ENKUR
Eno2	ENSG00000111674	ENO2
Eno3	ENSG00000108515	ENO3
Eno4	ENSG00000188316	ENO4
Enoph1	ENSG00000145293	ENOPH1
Enox1	ENSG00000120658	ENOX1
Enox2	ENSG00000165675	ENOX2
Enpep	ENSG00000138792	ENPEP
Enpp1	ENSG00000197594	ENPP1
Enpp2	ENSG00000136960	ENPP2
Enpp3	ENSG00000154269	ENPP3
Enpp4	ENSG00000001561	ENPP4
Enpp5	ENSG00000112796	ENPP5
Enpp6	ENSG00000164303	ENPP6
Enpp7	ENSG00000182156	ENPP7
Ensa	ENSG00000143420	ENSA
Enthd1	ENSG00000176177	ENTHD1
Entpd2	ENSG00000054179	ENTPD2
Entpd3	ENSG00000168032	ENTPD3
Entpd4	ENSG00000197217	ENTPD4
Entpd5	ENSG00000187097	ENTPD5
Entpd6	ENSG00000197586	ENTPD6
Entpd7	ENSG00000198018	ENTPD7
Entpd8	ENSG00000188833	ENTPD8
Eny2	ENSG00000120533	ENY2
Eogt	ENSG00000163378	EOGT
Eomes	ENSG00000163508	EOMES
Ep300	ENSG00000100393	EP300
Ep400	ENSG00000183495	EP400
Epas1	ENSG00000116016	EPAS1
Epc1	ENSG00000120616	EPC1
Epc2	ENSG00000135999	EPC2
Epcam	ENSG00000119888	EPCAM
Epdr1	ENSG00000086289	EPDR1
Epg5	ENSG00000152223	EPG5
Epgn	ENSG00000182585	EPGN
Epha1	ENSG00000146904	EPHA1
Epha10	ENSG00000183317	EPHA10
Epha2	ENSG00000142627	EPHA2
Epha3	ENSG00000044524	EPHA3
Epha4	ENSG00000116106	EPHA4
Epha6	ENSG00000080224	EPHA6
Epha7	ENSG00000135333	EPHA7
Epha8	ENSG00000070886	EPHA8
Ephb1	ENSG00000154928	EPHB1
Ephb2	ENSG00000133216	EPHB2
Ephb3	ENSG00000182580	EPHB3
Ephb4	ENSG00000196411	EPHB4
Ephb6	ENSG00000106123	EPHB6
Ephx1	ENSG00000143819	EPHX1
Ephx2	ENSG00000120915	EPHX2
Ephx3	ENSG00000105131	EPHX3
Ephx4	ENSG00000172031	EPHX4
Epm2a	ENSG00000112425	EPM2A
Epm2aip1	ENSG00000178567	EPM2AIP1
Epn1	ENSG00000063245	EPN1
Epn2	ENSG00000072134	EPN2
Epn3	ENSG00000049283	EPN3
Epo	ENSG00000130427	EPO
Epor	ENSG00000187266	EPOR
Eprs	ENSG00000136628	EPRS1
Eps15	ENSG00000085832	EPS15
Eps15l1	ENSG00000127527	EPS15L1
Eps8	ENSG00000151491	EPS8
Eps8l1	ENSG00000131037	EPS8L1
Eps8l2	ENSG00000177106	EPS8L2
Eps8l3	ENSG00000198758	EPS8L3
Epsti1	ENSG00000133106	EPSTI1
Epx	ENSG00000121053	EPX
Epyc	ENSG00000083782	EPYC
Eqtn	ENSG00000120160	EQTN
Eral1	ENSG00000132591	ERAL1
Erap1	ENSG00000164307	ERAP1
Eras	ENSG00000187682	ERAS
Erbb2	ENSG00000141736	ERBB2
Erbb3	ENSG00000065361	ERBB3
Erbb4	ENSG00000178568	ERBB4
Erc2	ENSG00000187672	ERC2
Ercc1	ENSG00000012061	ERCC1
Ercc2	ENSG00000104884	ERCC2
Ercc3	ENSG00000163161	ERCC3
Ercc4	ENSG00000175595	ERCC4
Ercc5	ENSG00000134899	ERCC5
Ercc6	ENSG00000225830	ERCC6
Ercc6l	ENSG00000186871	ERCC6L
Ercc6l2	ENSG00000182150	ERCC6L2
Ercc8	ENSG00000049167	ERCC8
Ereg	ENSG00000124882	EREG
Erf	ENSG00000105722	ERF
Erg	ENSG00000157554	ERG
Ergic1	ENSG00000113719	ERGIC1
Ergic2	ENSG00000087502	ERGIC2
Ergic3	ENSG00000125991	ERGIC3
Erh	ENSG00000100632	ERH
Eri1	ENSG00000104626	ERI1
Eri2	ENSG00000196678	ERI2
Eri3	ENSG00000117419	ERI3
Erich1	ENSG00000104714	ERICH1
Erich2	ENSG00000204334	ERICH2
Erich3	ENSG00000178965	ERICH3
Erich4	ENSG00000204978	ERICH4
Erich5	ENSG00000177459	ERICH5
Erlec1	ENSG00000068912	ERLEC1
Erlin1	ENSG00000107566	ERLIN1
Erlin2	ENSG00000147475	ERLIN2
Ermap	ENSG00000164010	ERMAP
Ermard	ENSG00000130023	ERMARD
Ermn	ENSG00000136541	ERMN
Ermp1	ENSG00000099219	ERMP1
Ern1	ENSG00000178607	ERN1
Ern2	ENSG00000134398	ERN2
Erp27	ENSG00000139055	ERP27
Erp29	ENSG00000089248	ERP29
Erp44	ENSG00000023318	ERP44
Errfi1	ENSG00000116285	ERRFI1
Esam	ENSG00000149564	ESAM
Esco1	ENSG00000141446	ESCO1
Esco2	ENSG00000171320	ESCO2
Esd	ENSG00000139684	ESD
Esf1	ENSG00000089048	ESF1
Esm1	ENSG00000164283	ESM1
Espl1	ENSG00000135476	ESPL1
Espn	ENSG00000187017	ESPN
Espnl	ENSG00000144488	ESPNL
Esr1	ENSG00000091831	ESR1
Esr2	ENSG00000140009	ESR2
Esrp1	ENSG00000104413	ESRP1
Esrp2	ENSG00000103067	ESRP2
Esrra	ENSG00000173153	ESRRA
Esrrg	ENSG00000196482	ESRRG
Esx1	ENSG00000123576	ESX1
Esyt1	ENSG00000139641	ESYT1
Esyt2	ENSG00000117868	ESYT2
Esyt3	ENSG00000158220	ESYT3
Etaa1	ENSG00000143971	ETAA1
Etf1	ENSG00000120705	ETF1
Etfa	ENSG00000140374	ETFA
Etfb	ENSG00000105379	ETFB
Etfdh	ENSG00000171503	ETFDH
Ethe1	ENSG00000105755	ETHE1
Etl4	ENSG00000120549	KIAA1217
Etnk1	ENSG00000139163	ETNK1
Etnk2	ENSG00000143845	ETNK2
Etnppl	ENSG00000164089	ETNPPL
Ets1	ENSG00000134954	ETS1
Ets2	ENSG00000157557	ETS2
Etv1	ENSG00000006468	ETV1
Etv2	ENSG00000105672	ETV2
Etv3	ENSG00000117036	ETV3
Etv4	ENSG00000175832	ETV4
Etv5	ENSG00000244405	ETV5
Etv6	ENSG00000139083	ETV6
Eva1a	ENSG00000115363	EVA1A
Eva1b	ENSG00000142694	EVA1B
Eva1c	ENSG00000166979	EVA1C
Evc	ENSG00000072840	EVC
Evc2	ENSG00000173040	EVC2
Evi2a	ENSG00000126860	EVI2A
Evi2b	ENSG00000185862	EVI2B
Evi5	ENSG00000067208	EVI5
Evi5l	ENSG00000142459	EVI5L
Evl	ENSG00000196405	EVL
Evpl	ENSG00000167880	EVPL
Evx1	ENSG00000106038	EVX1
Evx2	ENSG00000174279	EVX2
Ewsr1	ENSG00000182944	EWSR1
Exd1	ENSG00000178997	EXD1
Exd2	ENSG00000081177	EXD2
Exo1	ENSG00000174371	EXO1
Exo5	ENSG00000164002	EXO5
Exoc1	ENSG00000090989	EXOC1
Exoc2	ENSG00000112685	EXOC2
Exoc3l	ENSG00000179044	EXOC3L1
Exoc3l4	ENSG00000205436	EXOC3L4
Exoc4	ENSG00000131558	EXOC4
Exoc5	ENSG00000070367	EXOC5
Exoc6	ENSG00000138190	EXOC6
Exoc6b	ENSG00000144036	EXOC6B
Exoc7	ENSG00000182473	EXOC7
Exoc8	ENSG00000116903	EXOC8
Exog	ENSG00000157036	EXOG
Exosc1	ENSG00000171311	EXOSC1
Exosc10	ENSG00000171824	EXOSC10
Exosc2	ENSG00000130713	EXOSC2
Exosc3	ENSG00000107371	EXOSC3
Exosc4	ENSG00000178896	EXOSC4
Exosc5	ENSG00000077348	EXOSC5
Exosc7	ENSG00000075914	EXOSC7
Exosc8	ENSG00000120699	EXOSC8
Exosc9	ENSG00000123737	EXOSC9
Exph5	ENSG00000110723	EXPH5
Ext1	ENSG00000182197	EXT1
Ext2	ENSG00000151348	EXT2
Extl1	ENSG00000158008	EXTL1
Extl2	ENSG00000162694	EXTL2
Extl3	ENSG00000012232	EXTL3
Eya2	ENSG00000064655	EYA2
Eya3	ENSG00000158161	EYA3
Eya4	ENSG00000112319	EYA4
Ezh1	ENSG00000108799	EZH1
Ezh2	ENSG00000106462	EZH2
Ezr	ENSG00000092820	EZR
F10	ENSG00000126218	F10
F11r	ENSG00000158769	F11R
F13a1	ENSG00000124491	F13A1
F13b	ENSG00000143278	F13B
F2r	ENSG00000181104	F2R
F2rl1	ENSG00000164251	F2RL1
F2rl2	ENSG00000164220	F2RL2
F2rl3	ENSG00000127533	F2RL3
F3	ENSG00000117525	F3
F7	ENSG00000057593	F7
F8	ENSG00000185010	F8
Fa2h	ENSG00000103089	FA2H
Faah	ENSG00000117480	FAAH
Fabp1	ENSG00000163586	FABP1
Fabp12	ENSG00000197416	FABP12
Fabp2	ENSG00000145384	FABP2
Fabp3	ENSG00000121769	FABP3
Fabp4	ENSG00000170323	FABP4
Fabp5	ENSG00000164687	FABP5
Fabp6	ENSG00000170231	FABP6
Fabp7	ENSG00000164434	FABP7
Fabp9	ENSG00000205186	FABP9
Fadd	ENSG00000168040	FADD
Fads1	ENSG00000149485	FADS1
Fads2	ENSG00000134824	FADS2
Fads3	ENSG00000221968	FADS3
Fads6	ENSG00000172782	FADS6
Faf1	ENSG00000185104	FAF1
Faf2	ENSG00000113194	FAF2
Fah	ENSG00000103876	FAH
Faim2	ENSG00000135472	FAIM2
Fam104a	ENSG00000133193	FAM104A
Fam107a	ENSG00000168309	FAM107A
Fam107b	ENSG00000065809	FAM107B
Fam110a	ENSG00000125898	FAM110A
Fam110b	ENSG00000169122	FAM110B
Fam110c	ENSG00000184731	FAM110C
Fam111a	ENSG00000166801	FAM111A
Fam114a1	ENSG00000197712	FAM114A1
Fam114a2	ENSG00000055147	FAM114A2
Fam117a	ENSG00000121104	FAM117A
Fam117b	ENSG00000138439	FAM117B
Fam118a	ENSG00000100376	FAM118A
Fam118b	ENSG00000197798	FAM118B
Fam120a	ENSG00000048828	FAM120A
Fam120b	ENSG00000112584	FAM120B
Fam120c	ENSG00000184083	FAM120C
Fam124a	ENSG00000150510	FAM124A
Fam124b	ENSG00000124019	FAM124B
Fam131a	ENSG00000175182	FAM131A
Fam131b	ENSG00000159784	FAM131B
Fam131c	ENSG00000185519	FAM131C
Fam133b	ENSG00000234545	FAM133B
Fam135a	ENSG00000082269	FAM135A
Fam135b	ENSG00000147724	FAM135B
Fam136a	ENSG00000035141	FAM136A
Fam13a	ENSG00000138640	FAM13A
Fam13b	ENSG00000031003	FAM13B
Fam13c	ENSG00000148541	FAM13C
Fam149a	ENSG00000109794	FAM149A
Fam149b	ENSG00000138286	FAM149B1
Fam151a	ENSG00000162391	FAM151A
Fam151b	ENSG00000152380	FAM151B
Fam161a	ENSG00000170264	FAM161A
Fam161b	ENSG00000156050	FAM161B
Fam162a	ENSG00000114023	FAM162A
Fam162b	ENSG00000183807	FAM162B
Fam163b	ENSG00000196990	FAM163B
Fam166a	ENSG00000188163	CIMIP2A
Fam166b	ENSG00000215187	CIMIP2B
Fam167a	ENSG00000154319	FAM167A
Fam167b	ENSG00000183615	FAM167B
Fam168a	ENSG00000054965	FAM168A
Fam168b	ENSG00000152102	FAM168B
Fam169a	ENSG00000198780	FAM169A
Fam170a	ENSG00000164334	FAM170A
Fam170b	ENSG00000172538	FAM170B
Fam171a1	ENSG00000148468	FAM171A1
Fam171a2	ENSG00000161682	FAM171A2
Fam171b	ENSG00000144369	FAM171B
Fam172a	ENSG00000113391	FAM172A
Fam174a	ENSG00000174132	FAM174A
Fam174b	ENSG00000185442	FAM174B
Fam178b	ENSG00000168754	FAM178B
Fam180a	ENSG00000189320	FAM180A
Fam181a	ENSG00000140067	FAM181A
Fam183b	ENSG00000186973	CFAP144
Fam184a	ENSG00000111879	FAM184A
Fam184b	ENSG00000047662	FAM184B
Fam185a	ENSG00000222011	FAM185A
Fam186b	ENSG00000135436	FAM186B
Fam187a	ENSG00000214447	FAM187A
Fam187b	ENSG00000177558	FAM187B
Fam193a	ENSG00000125386	FAM193A
Fam193b	ENSG00000146067	FAM193B
Fam199x	ENSG00000123575	FAM199X
Fam204a	ENSG00000165669	FAM204A
Fam20a	ENSG00000108950	FAM20A
Fam20b	ENSG00000116199	FAM20B
Fam20c	ENSG00000177706	FAM20C
Fam210a	ENSG00000177150	FAM210A
Fam210b	ENSG00000124098	FAM210B
Fam216a	ENSG00000204856	FAM216A
Fam216b	ENSG00000179813	FAM216B
Fam217a	ENSG00000145975	FAM217A
Fam217b	ENSG00000196227	FAM217B
Fam219a	ENSG00000164970	FAM219A
Fam219b	ENSG00000178761	FAM219B
Fam221a	ENSG00000188732	FAM221A
Fam221b	ENSG00000204930	FAM221B
Fam222a	ENSG00000139438	FAM222A
Fam222b	ENSG00000173065	FAM222B
Fam227a	ENSG00000184949	FAM227A
Fam227b	ENSG00000166262	FAM227B
Fam228a	ENSG00000186453	FAM228A
Fam228b	ENSG00000219626	FAM228B
Fam229a	ENSG00000225828	FAM229A
Fam24a	ENSG00000203795	FAM24A
Fam32a	ENSG00000105058	FAM32A
Fam3a	ENSG00000071889	FAM3A
Fam3b	ENSG00000183844	FAM3B
Fam3c	ENSG00000196937	FAM3C
Fam43a	ENSG00000185112	FAM43A
Fam43b	ENSG00000183114	FAM43B
Fam47e	ENSG00000189157	FAM47E
Fam50a	ENSG00000071859	FAM50A
Fam50b	ENSG00000145945	FAM50B
Fam53a	ENSG00000174137	FAM53A
Fam53b	ENSG00000189319	FAM53B
Fam53c	ENSG00000120709	FAM53C
Fam72a	ENSG00000196550	FAM72A
Fam76a	ENSG00000009780	FAM76A
Fam76b	ENSG00000077458	FAM76B
Fam78a	ENSG00000126882	FAM78A
Fam78b	ENSG00000188859	FAM78B
Fam81a	ENSG00000157470	FAM81A
Fam83a	ENSG00000147689	FAM83A
Fam83b	ENSG00000168143	FAM83B
Fam83c	ENSG00000125998	FAM83C
Fam83d	ENSG00000101447	FAM83D
Fam83e	ENSG00000105523	FAM83E
Fam83f	ENSG00000133477	FAM83F
Fam83g	ENSG00000188522	FAM83G
Fam83h	ENSG00000180921	FAM83H
Fam89a	ENSG00000182118	FAM89A
Fam89b	ENSG00000176973	FAM89B
Fam98a	ENSG00000119812	FAM98A
Fam98b	ENSG00000171262	FAM98B
Fam98c	ENSG00000130244	FAM98C
Fan1	ENSG00000198690	FAN1
Fanca	ENSG00000187741	FANCA
Fancb	ENSG00000181544	FANCB
Fancc	ENSG00000158169	FANCC
Fancd2	ENSG00000144554	FANCD2
Fancd2os	ENSG00000163705	FANCD2OS
Fancf	ENSG00000183161	FANCF
Fancg	ENSG00000221829	FANCG
Fanci	ENSG00000140525	FANCI
Fancl	ENSG00000115392	FANCL
Fancm	ENSG00000187790	FANCM
Fank1	ENSG00000203780	FANK1
Fap	ENSG00000078098	FAP
Far1	ENSG00000197601	FAR1
Far2	ENSG00000064763	FAR2
Farp1	ENSG00000152767	FARP1
Farp2	ENSG00000006607	FARP2
Fars2	ENSG00000145982	FARS2
Farsa	ENSG00000179115	FARSA
Farsb	ENSG00000116120	FARSB
Fas	ENSG00000026103	FAS
Fasl	ENSG00000117560	FASLG
Fasn	ENSG00000169710	FASN
Fastk	ENSG00000164896	FASTK
Fastkd1	ENSG00000138399	FASTKD1
Fastkd2	ENSG00000118246	FASTKD2
Fastkd3	ENSG00000124279	FASTKD3
Fastkd5	ENSG00000215251	FASTKD5
Fat1	ENSG00000083857	FAT1
Fat2	ENSG00000086570	FAT2
Fat3	ENSG00000165323	FAT3
Fat4	ENSG00000196159	FAT4
Fau	ENSG00000149806	FAU
Faxc	ENSG00000146267	FAXC
Fbf1	ENSG00000188878	FBF1
Fbl	ENSG00000105202	FBL
Fblim1	ENSG00000162458	FBLIM1
Fbll1	ENSG00000188573	FBLL1
Fbln1	ENSG00000077942	FBLN1
Fbln2	ENSG00000163520	FBLN2
Fbln5	ENSG00000140092	FBLN5
Fbln7	ENSG00000144152	FBLN7
Fbn1	ENSG00000166147	FBN1
Fbn2	ENSG00000138829	FBN2
Fbp1	ENSG00000165140	FBP1
Fbp2	ENSG00000130957	FBP2
Fbrs	ENSG00000156860	FBRS
Fbrsl1	ENSG00000112787	FBRSL1
Fbxl12	ENSG00000127452	FBXL12
Fbxl13	ENSG00000161040	FBXL13
Fbxl14	ENSG00000171823	FBXL14
Fbxl15	ENSG00000107872	FBXL15
Fbxl16	ENSG00000127585	FBXL16
Fbxl17	ENSG00000145743	FBXL17
Fbxl18	ENSG00000155034	FBXL18
Fbxl19	ENSG00000099364	FBXL19
Fbxl2	ENSG00000153558	FBXL2
Fbxl20	ENSG00000108306	FBXL20
Fbxl22	ENSG00000197361	FBXL22
Fbxl4	ENSG00000112234	FBXL4
Fbxl5	ENSG00000118564	FBXL5
Fbxl6	ENSG00000182325	FBXL6
Fbxl7	ENSG00000183580	FBXL7
Fbxl8	ENSG00000135722	FBXL8
Fbxo10	ENSG00000147912	FBXO10
Fbxo11	ENSG00000138081	FBXO11
Fbxo15	ENSG00000141665	FBXO15
Fbxo16	ENSG00000214050	FBXO16
Fbxo17	ENSG00000269190	FBXO17
Fbxo2	ENSG00000116661	FBXO2
Fbxo21	ENSG00000135108	FBXO21
Fbxo22	ENSG00000167196	FBXO22
Fbxo24	ENSG00000106336	FBXO24
Fbxo25	ENSG00000147364	FBXO25
Fbxo27	ENSG00000161243	FBXO27
Fbxo28	ENSG00000143756	FBXO28
Fbxo3	ENSG00000110429	FBXO3
Fbxo30	ENSG00000118496	FBXO30
Fbxo31	ENSG00000103264	FBXO31
Fbxo32	ENSG00000156804	FBXO32
Fbxo33	ENSG00000165355	FBXO33
Fbxo34	ENSG00000178974	FBXO34
Fbxo36	ENSG00000153832	FBXO36
Fbxo38	ENSG00000145868	FBXO38
Fbxo39	ENSG00000177294	FBXO39
Fbxo4	ENSG00000151876	FBXO4
Fbxo40	ENSG00000163833	FBXO40
Fbxo41	ENSG00000163013	FBXO41
Fbxo42	ENSG00000037637	FBXO42
Fbxo43	ENSG00000156509	FBXO43
Fbxo44	ENSG00000132879	FBXO44
Fbxo45	ENSG00000174013	FBXO45
Fbxo46	ENSG00000177051	FBXO46
Fbxo47	ENSG00000204952	FBXO47
Fbxo48	ENSG00000204923	FBXO48
Fbxo5	ENSG00000112029	FBXO5
Fbxo6	ENSG00000116663	FBXO6
Fbxo7	ENSG00000100225	FBXO7
Fbxo8	ENSG00000164117	FBXO8
Fbxo9	ENSG00000112146	FBXO9
Fbxw10	ENSG00000171931	FBXW10
Fbxw11	ENSG00000072803	FBXW11
Fbxw2	ENSG00000119402	FBXW2
Fbxw4	ENSG00000107829	FBXW4
Fbxw5	ENSG00000159069	FBXW5
Fbxw7	ENSG00000109670	FBXW7
Fbxw8	ENSG00000174989	FBXW8
Fbxw9	ENSG00000132004	FBXW9
Fcamr	ENSG00000162897	FCAMR
Fcer1a	ENSG00000179639	FCER1A
Fcer1g	ENSG00000158869	FCER1G
Fcer2a	ENSG00000104921	FCER2
Fcf1	ENSG00000119616	FCF1
Fcgr1	ENSG00000150337	FCGR1A
Fcgr3	ENSG00000143226	FCGR2A
Fcgrt	ENSG00000104870	FCGRT
Fcho1	ENSG00000130475	FCHO1
Fcho2	ENSG00000157107	FCHO2
Fchsd1	ENSG00000197948	FCHSD1
Fchsd2	ENSG00000137478	FCHSD2
Fcnb	ENSG00000085265	FCN1
Fcrl1	ENSG00000163534	FCRL1
Fcrl6	ENSG00000181036	FCRL6
Fcrla	ENSG00000132185	FCRLA
Fcrlb	ENSG00000162746	FCRLB
Fdps	ENSG00000160752	FDPS
Fdx1	ENSG00000137714	FDX1
Fdxacb1	ENSG00000255561	FDXACB1
Fdxr	ENSG00000161513	FDXR
Fech	ENSG00000066926	FECH
Fem1b	ENSG00000169018	FEM1B
Fem1c	ENSG00000145780	FEM1C
Fen1	ENSG00000168496	FEN1
Fer	ENSG00000151422	FER
Fer1l5	ENSG00000249715	FER1L5
Ferd3l	ENSG00000146618	FERD3L
Fermt1	ENSG00000101311	FERMT1
Fermt2	ENSG00000073712	FERMT2
Fermt3	ENSG00000149781	FERMT3
Fes	ENSG00000182511	FES
Fetub	ENSG00000090512	FETUB
Fev	ENSG00000163497	FEV
Fez1	ENSG00000149557	FEZ1
Fez2	ENSG00000171055	FEZ2
Fezf1	ENSG00000128610	FEZF1
Fezf2	ENSG00000153266	FEZF2
Ffar1	ENSG00000126266	FFAR1
Ffar2	ENSG00000126262	FFAR2
Ffar3	ENSG00000185897	FFAR3
Ffar4	ENSG00000186188	FFAR4
Fgb	ENSG00000171564	FGB
Fgd1	ENSG00000102302	FGD1
Fgd2	ENSG00000146192	FGD2
Fgd3	ENSG00000127084	FGD3
Fgd4	ENSG00000139132	FGD4
Fgd5	ENSG00000154783	FGD5
Fgd6	ENSG00000180263	FGD6
Fgf1	ENSG00000113578	FGF1
Fgf10	ENSG00000070193	FGF10
Fgf11	ENSG00000161958	FGF11
Fgf12	ENSG00000114279	FGF12
Fgf13	ENSG00000129682	FGF13
Fgf14	ENSG00000102466	FGF14
Fgf15	ENSG00000162344	FGF19
Fgf16	ENSG00000196468	FGF16
Fgf17	ENSG00000158815	FGF17
Fgf18	ENSG00000156427	FGF18
Fgf20	ENSG00000078579	FGF20
Fgf21	ENSG00000105550	FGF21
Fgf22	ENSG00000070388	FGF22
Fgf23	ENSG00000118972	FGF23
Fgf3	ENSG00000186895	FGF3
Fgf4	ENSG00000075388	FGF4
Fgf5	ENSG00000138675	FGF5
Fgf6	ENSG00000111241	FGF6
Fgf7	ENSG00000140285	FGF7
Fgf8	ENSG00000107831	FGF8
Fgf9	ENSG00000102678	FGF9
Fgfbp1	ENSG00000137440	FGFBP1
Fgfbp3	ENSG00000174721	FGFBP3
Fgfr1	ENSG00000077782	FGFR1
Fgfr2	ENSG00000066468	FGFR2
Fgfr3	ENSG00000068078	FGFR3
Fgfr4	ENSG00000160867	FGFR4
Fgfrl1	ENSG00000127418	FGFRL1
Fgg	ENSG00000171557	FGG
Fggy	ENSG00000172456	FGGY
Fgl1	ENSG00000104760	FGL1
Fgl2	ENSG00000127951	FGL2
Fgr	ENSG00000000938	FGR
Fh1	ENSG00000091483	FH
Fhad1	ENSG00000142621	FHAD1
Fhdc1	ENSG00000137460	FHDC1
Fhit	ENSG00000189283	FHIT
Fhl1	ENSG00000022267	FHL1
Fhl2	ENSG00000115641	FHL2
Fhl5	ENSG00000112214	FHL5
Fhod1	ENSG00000135723	FHOD1
Fhod3	ENSG00000134775	FHOD3
Fibcd1	ENSG00000130720	FIBCD1
Fibin	ENSG00000176971	FIBIN
Fibp	ENSG00000172500	FIBP
Ficd	ENSG00000198855	FICD
Fig4	ENSG00000112367	FIG4
Figla	ENSG00000183733	FIGLA
Fign	ENSG00000182263	FIGN
Fignl1	ENSG00000132436	FIGNL1
Fignl2	ENSG00000261308	FIGNL2
Filip1	ENSG00000118407	FILIP1
Filip1l	ENSG00000168386	FILIP1L
Fip1l1	ENSG00000145216	FIP1L1
Fis1	ENSG00000214253	FIS1
Fitm1	ENSG00000139914	FITM1
Fitm2	ENSG00000197296	FITM2
Fiz1	ENSG00000179943	FIZ1
Fjx1	ENSG00000179431	FJX1
Fkbp10	ENSG00000141756	FKBP10
Fkbp11	ENSG00000134285	FKBP11
Fkbp14	ENSG00000106080	FKBP14
Fkbp15	ENSG00000119321	FKBP15
Fkbp1a	ENSG00000088832	FKBP1A
Fkbp1b	ENSG00000119782	FKBP1B
Fkbp2	ENSG00000173486	FKBP2
Fkbp3	ENSG00000100442	FKBP3
Fkbp4	ENSG00000004478	FKBP4
Fkbp5	ENSG00000096060	FKBP5
Fkbp6	ENSG00000077800	FKBP6
Fkbp7	ENSG00000079150	FKBP7
Fkbp8	ENSG00000105701	FKBP8
Fkbp9	ENSG00000122642	FKBP9
Fkbpl	ENSG00000204315	FKBPL
Fkrp	ENSG00000181027	FKRP
Fktn	ENSG00000106692	FKTN
Flad1	ENSG00000160688	FLAD1
Flcn	ENSG00000154803	FLCN
Fli1	ENSG00000151702	FLI1
Flii	ENSG00000177731	FLII
Flna	ENSG00000196924	FLNA
Flnb	ENSG00000136068	FLNB
Flnc	ENSG00000128591	FLNC
Flot1	ENSG00000137312	FLOT1
Flot2	ENSG00000132589	FLOT2
Flrt1	ENSG00000126500	FLRT1
Flrt2	ENSG00000185070	FLRT2
Flrt3	ENSG00000125848	FLRT3
Flt1	ENSG00000102755	FLT1
Flt3	ENSG00000122025	FLT3
Flt3l	ENSG00000090554	FLT3LG
Flt4	ENSG00000037280	FLT4
Flywch1	ENSG00000059122	FLYWCH1
Flywch2	ENSG00000162076	FLYWCH2
Fmn1	ENSG00000248905	FMN1
Fmn2	ENSG00000155816	FMN2
Fmnl1	ENSG00000184922	FMNL1
Fmo1	ENSG00000010932	FMO1
Fmo2	ENSG00000094963	FMO2
Fmo4	ENSG00000076258	FMO4
Fmo5	ENSG00000131781	FMO5
Fmo6	ENSG00000117507	FMO6P
Fmod	ENSG00000122176	FMOD
Fmr1nb	ENSG00000176988	FMR1NB
Fn1	ENSG00000115414	FN1
Fn3k	ENSG00000167363	FN3K
Fn3krp	ENSG00000141560	FN3KRP
Fnbp1	ENSG00000187239	FNBP1
Fnbp1l	ENSG00000137942	FNBP1L
Fnbp4	ENSG00000109920	FNBP4
Fndc1	ENSG00000164694	FNDC1
Fndc3a	ENSG00000102531	FNDC3A
Fndc3b	ENSG00000075420	FNDC3B
Fndc4	ENSG00000115226	FNDC4
Fndc5	ENSG00000160097	FNDC5
Fndc7	ENSG00000143107	FNDC7
Fndc8	ENSG00000073598	FNDC8
Fndc9	ENSG00000172568	FNDC9
Fnip1	ENSG00000217128	FNIP1
Fnip2	ENSG00000052795	FNIP2
Fnta	ENSG00000168522	FNTA
Fntb	ENSG00000257365	FNTB
Focad	ENSG00000188352	FOCAD
