id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Type	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	lfc.zs	lfc.zs.rank	lfc.zs.rank.perc
ASCL1	ENSG00000139352	ASCL1	429	ASCL1	Tregs	16	0.11743	0.36017	0.999924	6479	2	0.05693	0.010218	0.058335	0.937436	1187	7	0.05693	0.500973635616952	13612	0.703011208098755
ASCL2	ENSG00000183734	ASCL2	430	ASCL2	Tregs	16	0.88838	0.97048	0.999924	18653	3	0.035839	0.30265	0.63374	1	12115	7	0.035839	0.325079154307837	12188	0.629461288156604
ASCL3	ENSG00000176009	ASCL3	56676	ASCL3	Tregs	16	0.44746	0.75939	0.999924	14129	6	-0.03735	0.46882	0.778	1	14889	5	-0.03735	-0.285301633351963	6921	0.357419554775063
ASCL4	ENSG00000187855	ASCL4	121549	ASCL4	Tregs	16	0.36335	0.68873	0.999924	12726	3	0.030711	0.063236	0.23938	0.988093	4665	6	0.030711	0.282312718380041	11793	0.609059449408605
ASCL5	ENSG00000232237	ASCL5	647219	ASCL5	Tregs	16	0.17316	0.46123	0.999924	8387	4	0.13688	0.051392	0.20503	0.98412	4004	8	0.13688	1.16773973398421	17436	0.900470017044574
ASF1A	ENSG00000111875	ASF1A	25842	ASF1A	Tregs	16	0.11972	0.36486	0.999924	6573	7	0.16889	0.090256	0.306	0.991978	5945	8	0.16889	1.43469636698903	18230	0.941531945663964
ASF1B	ENSG00000105011	ASF1B	55723	ASF1B	Tregs	16	0.97649	0.99233	0.999924	19160	2	0.10947	0.3288	0.66352	1	12714	7	0.10947	0.939146128527715	16426	0.848354940343991
ASGR1	ENSG00000141505	ASGR1	432	ASGR1	Tregs	16	0.95637	0.98855	0.999924	19065	2	0.058471	0.11671	0.36088	0.997127	6950	6	0.058471	0.513825249845644	13704	0.707763028769175
ASGR2	ENSG00000161944	ASGR2	433	ASGR2	Tregs	16	0.038479	0.164	0.999924	3061	7	-0.088164	0.40615	0.7294	1	13954	5	-0.088164	-0.709079651143504	3907	0.201745777594133
ASH1L	ENSG00000116539	ASH1L	55870	ASH1L	Tregs	16	0.018221	0.092657	0.943703	1880	7	-0.085414	0.079811	0.28307	0.9896	5515	5	-0.085414	-0.686145232500477	4032	0.208202055678942
ASH2L	ENSG00000129691	ASH2L	9070	ASH2L	Tregs	16	0.00079374	0.0064317	0.34478	360	11	-0.23288	0.21203	0.52096	0.999766	10060	4	-0.23288	-1.91598049781412	630	0.0324879913227623
ASIC1	ENSG00000110881	ASIC1	41	ASIC1	Tregs	16	0.82042	0.94938	0.999924	18136	2	0.029709	0.32546	0.65976	1	12631	7	0.029709	0.273956250205382	11722	0.605392283456433
ASIC2	ENSG00000108684	ASIC2	40	ASIC2	Tregs	16	0.85684	0.96247	0.999924	18474	4	0.022793	0.51275	0.8106	1	15523	5	0.022793	0.21627827226532	11244	0.580703476060121
ASIC3	ENSG00000213199	ASIC3	9311	ASIC3	Tregs	16	0.14072	0.40644	0.999924	7353	6	-0.035201	0.053482	0.21126	0.985541	4122	7	-0.035201	-0.267379427656013	7056	0.364392335106658
ASIC4	ENSG00000072182	ASIC4	55515	ASIC4	Tregs	16	0.93097	0.98125	0.999924	18888	2	0.12859	0.0049158	0.031659	0.929743	658	11	0.12859	1.09860288651123	17184	0.887505810650276
ASIC5	ENSG00000256394	ASIC5	51802	ASIC5	Tregs	16	0.57037	0.83968	0.999924	15757	4	0.094291	0.0095488	0.055223	0.937436	1127	8	0.094291	0.812556477406808	15742.5	0.813026186663912
ASIP	ENSG00000101440	ASIP	434	ASIP	Tregs	12	0.66512	0.86626	0.999924	16825	1	0.063023	0.17642	0.43693	0.998225	9092	5	0.063023	0.5517879675413	13992	0.722638293476577
ASL	ENSG00000126522	ASL	435	ASL	Tregs	16	0.36699	0.6919	0.999924	12799	4	-0.00029628	0.038328	0.16519	0.977849	3255	5	-0.00029628	0.0237185581976641	9557	0.49356954702753
ASMT	ENSG00000196433	ASMT	438	ASMT	Tregs	16	0.86714	0.96576	0.999924	18564	3	0.091226	0.08779	0.30062	0.990115	5857	8	0.091226	0.78699502535558	15589	0.805123702288105
ASMTL	ENSG00000169093	ASMTL	8623	ASMTL	Tregs	16	0.54058	0.82376	0.999924	15417	5	-0.040213	0.046965	0.19182	0.98292	3762	5	-0.040213	-0.309178448106503	6708.5	0.346418056918548
ASNA1	ENSG00000198356	GET3	439	GET3	Tregs	16	0.1197	0.36482	0.999924	6572	5	0.020385	0.42262	0.74238	1	14223	6	0.020385	0.196196061322626	11074	0.57192293786478
ASNS	ENSG00000070669	ASNS	440	ASNS	Tregs	16	0.13917	0.40346	0.999924	7290	8	-0.12805	0.036323	0.15881	0.977849	3124	6	-0.12805	-1.04172045914196	2398	0.12380558855431
ASNSD1	ENSG00000138381	ASNSD1	54529	ASNSD1	Tregs	16	0.041923	0.17507	0.999924	3243	7	0.0081103	0.04409	0.18318	0.98086	3591	7	0.0081103	0.0938276582253339	10143	0.523836578689117
ASPA	ENSG00000108381	ASPA	443	ASPA	Tregs	16	0.11199	0.34896	0.999924	6296	6	0.065183	0.026971	0.12815	0.970215	2533	7	0.065183	0.569801910911823	14137	0.730127576054956
ASPDH	ENSG00000204653	ASPDH	554235	ASPDH	Tregs	16	0.46273	0.77158	0.999924	14386	5	-0.067652	0.038244	0.16492	0.977849	3248	6	-0.067652	-0.53801390743232	4953	0.25577191260782
ASPG	ENSG00000166183	ASPG	374569	ASPG	Tregs	16	0.027045	0.12606	0.990949	2452	9	-0.20803	0.28839	0.61698	1	11810	1	-0.20803	-1.70873675116713	861	0.0444191932234905
ASPH	ENSG00000198363	ASPH	444	ASPH	Tregs	16	0.29778	0.62727	0.999924	11528	3	0.21212	0.0070556	0.043351	0.937436	886	10	0.21212	1.7952254280574	18866.5	0.974381488559475
ASPHD1	ENSG00000174939	ASPHD1	253982	ASPHD1	Tregs	16	0.13543	0.39612	0.999924	7152	6	-0.044427	0.99949	0.99951	1	19324	0	-0.044427	-0.344322317256217	6387	0.329838334796756
ASPHD2	ENSG00000128203	ASPHD2	57168	ASPHD2	Tregs	16	0.014698	0.077671	0.913052	1629	8	-0.17115	0.41118	0.73347	1	14041	4	-0.17115	-1.40116534769266	1364	0.0703992562367646
ASPM	ENSG00000066279	ASPM	259266	ASPM	Tregs	16	0.1931	0.48989	0.999924	8961	6	-0.03315	0.85117	0.96097	1	18399	3	-0.03315	-0.250274521242614	7189	0.371261814988895
ASPN	ENSG00000106819	ASPN	54829	ASPN	Tregs	16	0.62194	0.86681	0.999924	16362	5	0.055995	0.30366	0.6349	1	12137	7	0.055995	0.493175933278323	13549.5	0.699757243944011
ASPRV1	ENSG00000244617	ASPRV1	151516	ASPRV1	Tregs	16	0.39319	0.7145	0.999924	13232	5	0.025701	0.32272	0.65668	1	12563	4	0.025701	0.240530377506745	11441	0.590878570321781
ASPSCR1	ENSG00000169696	ASPSCR1	79058	ASPSCR1	Tregs	16	0.23118	0.54246	0.999924	9932	6	-0.068067	0.099986	0.32657	0.992679	6347	3	-0.068067	-0.541474919700268	4932	0.254687257889572
ASRGL1	ENSG00000162174	ASRGL1	80150	ASRGL1	Tregs	16	0.09157	0.30522	0.999924	5501	8	-0.20165	0.3626	0.69379	1	13266	5	-0.20165	-1.65552889991531	924	0.0476731573782346
ASS1	ENSG00000130707	ASS1	445	ASS1	Tregs	16	0.096708	0.31643	0.999924	5710	4	-0.029977	0.063098	0.23898	0.987977	4659	6	-0.029977	-0.22381237202286	7423	0.383347967563659
ASTE1	ENSG00000034533	ASTE1	28990	ASTE1	Tregs	16	0.11678	0.3588	0.999924	6458	7	-0.0999	0.28522	0.61317	1	11744	5	-0.0999	-0.806955410123342	3363.5	0.173648055369041
ASTL	ENSG00000188886	ASTL	431705	ASTL	Tregs	16	0.26138	0.58191	0.999924	10678	6	-0.038685	0.42348	0.74308	1	14232	6	-0.038685	-0.296435251129578	6837	0.353080935902071
ASTN1	ENSG00000152092	ASTN1	460	ASTN1	Tregs	16	0.030402	0.13749	0.999924	2641	9	-0.14408	0.8407	0.95745	1	18343	2	-0.14408	-1.17540727035931	1965	0.10144104126853
ASTN2	ENSG00000148219	ASTN2	23245	ASTN2	Tregs	16	0.07187	0.26055	0.999924	4731	7	-0.072186	0.086367	0.2975	0.9896	5805	5	-0.072186	-0.575826508933222	4718	0.243634109808378
ASUN	ENSG00000064102	INTS13	55726	INTS13	Tregs	16	0.054769	0.21424	0.999924	3915	8	-0.10099	0.80344	0.94517	1	18103	3	-0.10099	-0.816045779694578	3321	0.171478745932545
ASXL1	ENSG00000171456	ASXL1	171023	ASXL1	Tregs	16	0.0042232	0.027719	0.682809	782	4	0.064405	0.25604	0.5776	1	11103	7	0.064405	0.563313555382996	14087	0.727545064821032
ASXL2	ENSG00000143970	ASXL2	55252	ASXL2	Tregs	16	0.16046	0.44245	0.999924	8048	4	0.20452	0.0029897	0.02058	0.895921	437	8	0.20452	1.73184303471668	18768	0.969319766540985
ASXL3	ENSG00000141431	ASXL3	80816	ASXL3	Tregs	16	0.01299	0.070127	0.900396	1497	3	-0.0066698	0.40176	0.72578	1	13893	5	-0.0066698	-0.0294352512240452	9077	0.46877743918186
ASZ1	ENSG00000154438	ASZ1	136991	ASZ1	Tregs	16	0.22074	0.52833	0.999924	9662	2	0.034127	0.25521	0.57651	1	11080	6	0.034127	0.310801436228978	12055	0.622591808274366
ATAD1	ENSG00000138138	ATAD1	84896	ATAD1	Tregs	16	0.22491	0.53394	0.999924	9783	7	-0.042733	0.76851	0.93397	1	17869	4	-0.042733	-0.330194715372112	6513	0.336346263106244
ATAD2	ENSG00000156802	ATAD2	29028	ATAD2	Tregs	16	0.25441	0.57303	0.999924	10507	5	0.12068	0.096369	0.319	0.991978	6204	7	0.12068	1.03263515870529	16884	0.872010743246733
ATAD2B	ENSG00000119778	ATAD2B	54454	ATAD2B	Tregs	16	0.75001	0.92472	0.999924	17587	4	0.11377	0.082415	0.28886	0.9896	5633	8	0.11377	0.975007219496811	16615	0.858116832808223
ATAD3A	ENSG00000197785	ATAD3A	55210	ATAD3A	Tregs	16	0.092108	0.3064	0.999924	5524	7	-0.048495	0.022372	0.11007	0.96463	2200	4	-0.048495	-0.3782485772707	6096	0.314808119415319
ATAD3B	ENSG00000160072	ATAD3B	83858	ATAD3B	Tregs	16	0.24859	0.56548	0.999924	10352	4	0.11353	0.17353	0.46732	0.998476	8997	8	0.11353	0.97300567023342	16607	0.857703631010795
ATAD3C	ENSG00000215915	ATAD3C	219293	ATAD3C	Tregs	16	0.14144	0.40785	0.999924	7384	6	-0.047345	0.30578	0.63735	1	12197	6	-0.047345	-0.368657820383617	6175	0.318888487164919
ATAD5	ENSG00000176208	ATAD5	79915	ATAD5	Tregs	16	0.15654	0.43651	0.999924	7938	5	0.063913	0.16622	0.45438	0.998476	8748	6	0.063913	0.559210379393044	14055	0.725892257631321
ATAT1	ENSG00000137343	ATAT1	79969	ATAT1	Tregs	16	0.20895	0.51221	0.999924	9383	6	0.063362	0.047124	0.19229	0.98292	3768	7	0.063362	0.554615155875841	14018.5	0.723981199318217
ATCAY	ENSG00000167654	ATCAY	85300	ATCAY	Tregs	16	0.54211	0.82459	0.999924	15435	4	0.12611	0.01592	0.08334	0.941725	1694	8	0.12611	1.07792021078952	17097	0.883012241103249
ATE1	ENSG00000107669	ATE1	11101	ATE1	Tregs	16	0.68625	0.89985	0.999924	17045	5	0.018999	0.069483	0.25676	0.988165	4981	6	0.018999	0.184637114326541	10972	0.566654614947575
ATF1	ENSG00000123268	ATF1	466	ATF1	Tregs	16	0.46132	0.77045	0.999924	14357	4	0.09194	0.010132	0.05794	0.937436	1175	7	0.09194	0.79294963441417	15617	0.806569908579102
ATF2	ENSG00000115966	ATF2	1386	ATF2	Tregs	16	0.61145	0.86135	0.999924	16231	5	0.065058	0.01517	0.080181	0.941725	1631	4	0.065058	0.56875943733714	14125	0.729507773358814
ATF3	ENSG00000162772	ATF3	467	ATF3	Tregs	16	0.44163	0.75468	0.999924	14043	5	0.12606	0.069143	0.25585	0.988165	4969	9	0.12606	1.07750322135964	17096	0.88296059087857
ATF4	ENSG00000128272	ATF4	468	ATF4	Tregs	12	0.0569	0.20096	0.999924	4013	5	0.019034	0.064598	0.22217	0.985541	4738	5	0.019034	0.184929006927452	10973	0.566706265172254
ATF5	ENSG00000169136	ATF5	22809	ATF5	Tregs	16	0.25546	0.57435	0.999924	10533	5	-0.00040793	0.2366	0.5531	1	10620	4	-0.00040793	0.0227874208007573	9544	0.492898094106709
ATF6	ENSG00000118217	ATF6	22926	ATF6	Tregs	16	0.36415	0.6894	0.999924	12739	6	0.0005582	0.14579	0.41701	0.997127	8046	6	0.0005582	0.0308447407584253	9624	0.497030112080988
ATF6B	ENSG00000213676	ATF6B	1388	ATF6B	Tregs	16	0.6369	0.87447	0.999924	16526	3	0.044355	0.35645	0.68864	1	13176	6	0.044355	0.396100794003841	12768	0.65941841847012
ATF7	ENSG00000170653	ATF7	11016	ATF7	Tregs	16	0.50852	0.80648	0.999924	15054	4	0.057186	0.36698	0.69741	1	13330	6	0.057186	0.503108621497902	13629	0.703889261918289
ATF7IP	ENSG00000171681	ATF7IP	55729	ATF7IP	Tregs	16	0.2139	0.51893	0.999924	9511	5	0.036855	0.41865	0.73932	1	14157	6	0.036855	0.33355237952286	12267	0.633541655906203
ATF7IP2	ENSG00000166669	ATF7IP2	80063	ATF7IP2	Tregs	16	0.27476	0.59878	0.999924	10994	5	-0.061739	0.39239	0.71828	1	13735	4	-0.061739	-0.488700737455515	5306	0.274004441919322
ATG10	ENSG00000152348	ATG10	83734	ATG10	Tregs	16	0.092718	0.30778	0.999924	5551	8	-0.063856	0.46081	0.77197	1	14772	5	-0.063856	-0.506356069916346	5168	0.266876710913692
ATG101	ENSG00000123395	ATG101	60673	ATG101	Tregs	16	0.0020377	0.014678	0.538235	524	10	-0.16257	0.79863	0.94361	1	18063	4	-0.16257	-1.32960996152642	1514	0.0781467899385362
ATG12	ENSG00000145782	ATG12	9140	ATG12	Tregs	16	0.0044885	0.029158	0.696128	809	10	-0.27938	0.90571	0.97611	1	18716	3	-0.27938	-2.3037806675962	370	0.0190589329063581
ATG13	ENSG00000175224	ATG13	9776	ATG13	Tregs	16	0.02499	0.11897	0.978165	2345	7	-0.078632	0.51093	0.8093	1	15497	6	-0.078632	-0.629584786232476	4375	0.22591808274366
ATG14	ENSG00000126775	ATG14	22863	ATG14	Tregs	16	4.0914e-05	0.0004431	0.059167	144	9	-0.14414	0.12255	0.37254	0.997127	7177	5	-0.14414	-1.17590765767515	1962	0.101286090594494
ATG16L1	ENSG00000085978	ATG16L1	55054	ATG16L1	Tregs	16	0.17013	0.45675	0.999924	8308	6	-0.0030622	0.0086017	0.050878	0.937436	1027	6	-0.0030622	0.000651370120166253	9334	0.482051546924229
ATG16L2	ENSG00000168010	ATG16L2	89849	ATG16L2	Tregs	16	0.27398	0.5978	0.999924	10974	5	0.076851	0.0046565	0.030215	0.927537	622	7	0.076851	0.667110564267034	14802	0.764474975466143
ATG2A	ENSG00000110046	ATG2A	23130	ATG2A	Tregs	16	0.57563	0.8425	0.999924	15813	3	0.15007	0.050372	0.20203	0.98412	3944	8	0.15007	1.27774154558476	17818.5	0.920252053096431
ATG2B	ENSG00000066739	ATG2B	55102	ATG2B	Tregs	16	0.55542	0.83166	0.999924	15573	5	0.10976	0.10206	0.33093	0.993096	6436	8	0.10976	0.94156466722098	16441	0.849129693714168
ATG3	ENSG00000144848	ATG3	64422	ATG3	Tregs	16	0.0034366	0.023044	0.636481	699	9	-0.23532	0.56488	0.84151	1	16097	3	-0.23532	-1.93632958199193	608	0.0313516863798357
ATG4A	ENSG00000101844	ATG4A	115201	ATG4A	Tregs	16	0.27258	0.59607	0.999924	10939	5	0.099137	0.084788	0.2941	0.9896	5725	8	0.099137	0.852971092950119	15954	0.823976034295749
ATG4B	ENSG00000168397	ATG4B	23192	ATG4B	Tregs	16	0.28157	0.60733	0.999924	11131	5	-0.094448	0.13644	0.39936	0.997127	7699	3	-0.094448	-0.761486882689968	3597	0.185734207943805
ATG4C	ENSG00000125703	ATG4C	84938	ATG4C	Tregs	16	0.21564	0.52136	0.999924	9546	5	0.011847	0.45917	0.77072	1	14751	6	0.011847	0.124990946277478	10438	0.539073394969268
ATG4D	ENSG00000130734	ATG4D	84971	ATG4D	Tregs	16	0.12639	0.37819	0.999924	6822	8	-0.096321	0.10091	0.32851	0.992679	6385	5	-0.096321	-0.777107306733018	3509	0.181188988172099
ATG5	ENSG00000057663	ATG5	9474	ATG5	Tregs	16	0.17815	0.46846	0.999924	8534	6	-0.14603	0.23206	0.54722	1	10513	5	-0.14603	-1.19166985812436	1921	0.0991684313826765
ATG7	ENSG00000197548	ATG7	10533	ATG7	Tregs	16	0.001958	0.014157	0.529177	515	8	-0.092961	0.55755	0.83783	1	16029	4	-0.092961	-0.749085617045539	3666	0.18929807344662
ATG9A	ENSG00000198925	ATG9A	79065	ATG9A	Tregs	16	0.014059	0.074806	0.907687	1577	8	-0.092375	0.18097	0.47862	0.998476	9226	5	-0.092375	-0.744198500927425	3691.5	0.190589329063581
ATG9B	ENSG00000181652	ATG9B	285973	ATG9B	Tregs	16	0.043789	0.18093	0.999924	3353	8	-0.11961	0.56772	0.84295	1	16121	5	-0.11961	-0.971332643379359	2664	0.137544548318785
ATHL1	ENSG00000142102	PGGHG	80162	PGGHG	Tregs	16	0.17307	0.46111	0.999924	8385	7	-0.052467	0.45758	0.76955	1	14723	4	-0.052467	-0.411374217579828	5834	0.301275760549558
ATIC	ENSG00000138363	ATIC	471	ATIC	Tregs	16	0.016142	0.083864	0.925303	1739	9	-0.25286	0.4464	0.76097	1	14576	4	-0.25286	-2.08260947399145	491	0.0253086100924539
ATL1	ENSG00000198513	ATL1	51062	ATL1	Tregs	16	0.44248	0.75538	0.999924	14059	4	-0.039885	0.74684	0.92717	1	17724	4	-0.039885	-0.306442997446535	6734	0.347760962760188
ATL2	ENSG00000119787	ATL2	64225	ATL2	Tregs	16	0.064048	0.24137	0.999924	4378	5	0.025212	0.37215	0.70171	1	13415	6	0.025212	0.236452220882586	11416	0.589587314704819
ATL3	ENSG00000184743	ATL3	25923	ATL3	Tregs	16	0.48293	0.78745	0.999924	14698	6	-0.072867	0.057382	0.22266	0.985541	4337	6	-0.072867	-0.581505904968095	4687	0.242032952843345
ATM	ENSG00000149311	ATM	472	ATM	Tregs	16	0.40896	0.72787	0.999924	13515	4	0.14877	0.046608	0.19073	0.98228	3745	9	0.14877	1.26689982040805	17783	0.918444295232684
ATMIN	ENSG00000166454	ATMIN	23300	ATMIN	Tregs	16	0.082467	0.28485	0.999924	5151	6	0.022198	0.062126	0.2363	0.987512	4602	7	0.022198	0.211316098049829	11198	0.578327565724911
ATN1	ENSG00000111676	ATN1	1822	ATN1	Tregs	16	0.12057	0.36659	0.999924	6612	8	-0.11449	0.58872	0.85335	1	16322	5	-0.11449	-0.928632925760343	2839	0.146583337637519
ATOH1	ENSG00000172238	ATOH1	474	ATOH1	Tregs	16	0.056325	0.21892	0.999924	3999	5	0.095577	0.10351	0.3339	0.993096	6490	8	0.095577	0.823281445543147	15802	0.816125200144621
ATOH7	ENSG00000179774	ATOH7	220202	ATOH7	Tregs	16	0.25427	0.57284	0.999924	10501	5	0.061068	0.015699	0.082404	0.941725	1670	8	0.061068	0.535483680833258	13864	0.716027064717731
ATOH8	ENSG00000168874	ATOH8	84913	ATOH8	Tregs	16	0.22281	0.53116	0.999924	9727	4	0.16988	0.070587	0.2598	0.988165	5052	8	0.16988	1.44295275770052	18247.5	0.942409999483498
ATOX1	ENSG00000177556	ATOX1	475	ATOX1	Tregs	12	0.13958	0.37281	0.999924	7308	6	-0.10938	0.084629	0.27216	0.988165	5717	3	-0.10938	-0.886016606027302	3005	0.155157274934146
ATP10A	ENSG00000206190	ATP10A	57194	ATP10A	Tregs	16	0.45517	0.76564	0.999924	14253	6	0.013789	0.043437	0.18117	0.98086	3551	7	0.013789	0.141186815733753	10598	0.547337430917824
ATP10B	ENSG00000118322	ATP10B	23120	ATP10B	Tregs	16	0.61497	0.86317	0.999924	16273	5	-0.09658	0.91259	0.97765	1	18752	2	-0.09658	-0.779267311979761	3493	0.180362584577243
ATP10D	ENSG00000145246	ATP10D	57205	ATP10D	Tregs	16	0.084151	0.28864	0.999924	5220	5	0.031219	0.22853	0.54263	1	10413	7	0.031219	0.286549330987552	11850	0.612003512215278
ATP11A	ENSG00000068650	ATP11A	23250	ATP11A	Tregs	16	0.011365	0.062788	0.872278	1384	10	-0.23569	0.31481	0.64774	1	12386	3	-0.23569	-1.93941530377299	604	0.0311450854811218
ATP11AUN	ENSG00000197595	ATP11AUN	400165	ATP11AUN	Tregs	16	0.1052	0.33464	0.999924	6022	6	0.18206	0.036118	0.15815	0.977849	3106	9	0.18206	1.54453138281763	18476	0.954237900934869
ATP11B	ENSG00000058063	ATP11B	23200	ATP11B	Tregs	16	0.16294	0.44606	0.999924	8117	4	-0.039322	0.48349	0.78902	1	15127	6	-0.039322	-0.301747696466162	6786	0.350446774443469
ATP11C	ENSG00000101974	ATP11C	286410	ATP11C	Tregs	16	0.33728	0.66574	0.999924	12269	3	0.048042	0.17174	0.46417	0.998476	8935	6	0.048042	0.426849594562691	13014	0.672124373741026
ATP12A	ENSG00000075673	ATP12A	479	ATP12A	Tregs	16	0.10625	0.33691	0.999924	6067	8	-0.093421	0.051091	0.20414	0.98412	3986	4	-0.093421	-0.752921919800372	3646.5	0.18826506895305
ATP13A1	ENSG00000105726	ATP13A1	57130	ATP13A1	Tregs	16	0.058197	0.22447	0.999924	4075	8	-0.14289	0.48492	0.79009	1	15147	5	-0.14289	-1.16548292192832	2003	0.103403749806312
ATP13A2	ENSG00000159363	ATP13A2	23400	ATP13A2	Tregs	16	0.30035	0.63028	0.999924	11581	5	-0.018071	0.52414	0.81869	1	15648	4	-0.018071	-0.124518848981453	8258	0.426475905170187
ATP13A3	ENSG00000133657	ATP13A3	79572	ATP13A3	Tregs	16	0.064484	0.24258	0.999924	4401	4	0.074201	0.12404	0.37538	0.997127	7238	8	0.074201	0.645010124483754	14659	0.757088993337121
ATP13A4	ENSG00000127249	ATP13A4	84239	ATP13A4	Tregs	16	0.017142	0.088118	0.937911	1805	5	0.0014899	0.73399	0.92325	1	17641	4	0.0014899	0.0386149217946826	9700	0.500955529156552
ATP13A5	ENSG00000187527	ATP13A5	344905	ATP13A5	Tregs	16	0.2601	0.58028	0.999924	10649	3	0.14363	0.044916	0.18567	0.98086	3641	9	0.14363	1.22403330701709	17642	0.911161613553019
ATP1A1	ENSG00000163399	ATP1A1	476	ATP1A1	Tregs	12	0.0059305	0.033689	0.725564	954	8	-0.39373	0.74701	0.90331	1	17726	3	-0.39373	-3.25743549371622	113	0.00578482516398946
ATP1A2	ENSG00000018625	ATP1A2	477	ATP1A2	Tregs	16	0.58022	0.84491	0.999924	15876	5	0.07131	0.026109	0.12489	0.970215	2477	8	0.07131	0.620899795648485	14502	0.7489799080626
ATP1A3	ENSG00000105409	ATP1A3	478	ATP1A3	Tregs	16	0.079521	0.27814	0.999924	5026	5	0.057617	0.19618	0.49952	0.999522	9622	6	0.057617	0.50670307038341	13655	0.70523216775993
ATP1A4	ENSG00000132681	ATP1A4	480	ATP1A4	Tregs	16	0.081123	0.28178	0.999924	5090	7	-0.038774	0.069624	0.25714	0.988165	4993	6	-0.038774	-0.297177492314752	6827	0.352564433655286
ATP1B1	ENSG00000143153	ATP1B1	481	ATP1B1	Tregs	16	0.19873	0.49786	0.999924	9092	6	-0.033397	0.016203	0.084523	0.941725	1719	7	-0.033397	-0.252334449026188	7173	0.37043541139404
ATP1B2	ENSG00000129244	ATP1B2	482	ATP1B2	Tregs	16	0.37402	0.69801	0.999924	12932	4	0.14141	0.040024	0.17056	0.979304	3354	9	0.14141	1.20551897633072	17580.5	0.907959299622953
ATP1B3	ENSG00000069849	ATP1B3	483	ATP1B3	Tregs	16	1.8495e-06	2.071e-05	0.005728	70	11	-0.2866	0.87894	0.97049	1	18595	2	-0.2866	-2.36399394126989	343	0.0176643768400393
ATP1B4	ENSG00000101892	ATP1B4	23439	ATP1B4	Tregs	16	0.4005	0.72062	0.999924	13377	6	0.15578	0.017832	0.091377	0.950413	1846	9	0.15578	1.32536173847628	17965	0.927844636124167
ATP2A1	ENSG00000196296	ATP2A1	487	ATP2A1	Tregs	16	0.82824	0.95218	0.999924	18200	2	0.18072	0.049021	0.19798	0.98412	3867	9	0.18072	1.53335606609703	18455	0.953153246216621
ATP2A2	ENSG00000174437	ATP2A2	488	ATP2A2	Tregs	16	0.0026029	0.018122	0.578066	599	6	-0.021951	0.52797	0.82141	1	15701	5	-0.021951	-0.156877228739614	7988	0.412530344506999
ATP2A3	ENSG00000074370	ATP2A3	489	ATP2A3	Tregs	16	0.60008	0.85538	0.999924	16090	5	0.01186	0.1404	0.40692	0.997127	7850	5	0.01186	0.125099363529245	10440	0.539176695418625
ATP2B1	ENSG00000070961	ATP2B1	490	ATP2B1	Tregs	16	0.20247	0.50309	0.999924	9193	2	0.12443	0.049286	0.19882	0.98412	3885	9	0.12443	1.06390936594578	17026	0.879345075151077
ATP2B2	ENSG00000157087	ATP2B2	491	ATP2B2	Tregs	16	0.048194	0.19442	0.999924	3571	6	-0.020973	0.038805	0.16668	0.977849	3288	6	-0.020973	-0.148720915491294	8049	0.415681008212386
ATP2B3	ENSG00000067842	ATP2B3	492	ATP2B3	Tregs	16	0.1718	0.45921	0.999924	8351	5	0.041483	0.14109	0.40822	0.997127	7877	6	0.041483	0.372148921151924	12572.5	0.649294974433139
ATP2B4	ENSG00000058668	ATP2B4	493	ATP2B4	Tregs	16	0.27347	0.5972	0.999924	10962	3	0.10853	0.31039	0.64262	1	12293	7	0.10853	0.931306727246099	16377	0.845824079334745
ATP2C1	ENSG00000017260	ATP2C1	27032	ATP2C1	Tregs	16	0.33542	0.66408	0.999924	12238	3	0.18514	0.0061456	0.038483	0.937436	783	9	0.18514	1.57021793169782	18525.5	0.956768761944114
ATP2C2	ENSG00000064270	ATP2C2	9914	ATP2C2	Tregs	16	0.047212	0.19142	0.999924	3527	7	0.00676	0.37319	0.70256	1	13425	5	0.00676	0.0825664416821781	10060	0.519549610040804
ATP4A	ENSG00000105675	ATP4A	495	ATP4A	Tregs	16	0.24273	0.55777	0.999924	10209	5	0.020786	0.34005	0.67495	1	12928	6	0.020786	0.199540316550209	11107	0.57362739527917
ATP4B	ENSG00000186009	ATP4B	496	ATP4B	Tregs	16	0.69172	0.90265	0.999924	17098	3	0.017598	0.33582	0.6713	1	12867	5	0.017598	0.172953070501494	10874	0.561592892929084
ATP5A1	ENSG00000152234	ATP5F1A	498	ATP5F1A	Tregs	16	0.88871	0.97056	0.999924	18655	2	0.30063	8.2749e-05	0.00084886	0.566746	29	13	0.30063	2.53338011681895	19260	0.994731677082795
ATP5B	ENSG00000110955	ATP5F1B	506	ATP5F1B	Tregs	12	0.99899	0.99898	0.999924	19338	0	0.27719	0.00090359	0.0065027	0.853632	155	8	0.27719	2.33789547209439	19210	0.992149165848871
ATP5C1	ENSG00000165629	ATP5F1C	509	ATP5F1C	Tregs	16	0.3713	0.69566	0.999924	12878	3	-0.0093173	0.14074	0.40756	0.997127	7862	7	-0.0093173	-0.0515148415358314	8893	0.459273797841021
ATP5D	ENSG00000099624	ATP5F1D	513	ATP5F1D	Tregs	16	0.22688	0.53661	0.999924	9838	4	0.15686	0.009117	0.05328	0.937436	1082	9	0.15686	1.33436871016154	17985	0.928877640617737
