id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Type	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	lfc.zs	lfc.zs.rank	lfc.zs.rank.perc
CYTH1	ENSG00000108669	CYTH1	9267	CYTH1	Stim	16	1.8818e-06	2.1733e-05	0.003597	117	11	-0.30317	0.38072	0.7069	1	13381	3	-0.30317	-2.51911856449304	334	0.017199524817933
CYTH2	ENSG00000105443	CYTH2	9266	CYTH2	Stim	16	0.49288	0.79138	1	14492	4	0.037944	0.44242	0.75687	1	14260	5	0.037944	0.339728398981262	12257	0.633025153659418
CYTH3	ENSG00000008256	CYTH3	9265	CYTH3	Stim	16	0.31031	0.63455	1	11373	4	0.041592	0.0012414	0.0097028	0.678432	276	5	0.041592	0.370301971812498	12511	0.646144310727752
CYTH4	ENSG00000100055	CYTH4	27128	CYTH4	Stim	16	0.20749	0.50668	1	8949	6	0.052363	0.063451	0.2398	0.971833	4742	7	0.052363	0.460572792252533	13358	0.689892051030422
CYTIP	ENSG00000115165	CYTIP	9595	CYTIP	Stim	12	0.025649	0.10961	0.979125	2307	6	-0.22717	0.94028	0.97441	1	18803	2	-0.22717	-1.88216913050896	666	0.0343473994111874
CYTL1	ENSG00000170891	CYTL1	54360	CYTL1	Stim	16	0.28454	0.60978	1	10887	5	-0.06303	0.16509	0.45223	1	8690	6	-0.06303	-0.506525971375436	4793	0.247507876659263
CYYR1	ENSG00000166265	CYYR1	116159	CYYR1	Stim	16	0.20986	0.5101	1	9014	7	-0.087427	0.19924	0.50174	1	9628	6	-0.087427	-0.710995120597932	3548	0.183203346934559
D2HGDH	ENSG00000180902	D2HGDH	728294	D2HGDH	Stim	16	0.22075	0.52547	1	9286	6	-0.037533	0.76114	0.93054	1	17612	4	-0.037533	-0.29283781718738	6426	0.331852693559217
DAAM1	ENSG00000100592	DAAM1	23002	DAAM1	Stim	16	0.15229	0.42382	1	7408	5	0.031415	0.36022	0.68962	1	13058	5	0.031415	0.285009414053866	11778.5	0.608284696038428
DAAM2	ENSG00000146122	DAAM2	23500	DAAM2	Stim	16	0.38799	0.7065	1	12750	6	-0.015705	0.093099	0.31079	0.983896	6103	6	-0.015705	-0.109899235016267	8060	0.416249160683849
DAB1	ENSG00000173406	DAB1	1600	DAB1	Stim	16	0.073407	0.26052	1	4513	7	-0.0088286	0.29833	0.62834	1	11941	3	-0.0088286	-0.0522687207024749	8635	0.445948039873973
DAB2	ENSG00000153071	DAB2	1601	DAB2	Stim	16	0.19372	0.48663	1	8577	6	0.016051	0.19451	0.49522	1	9505	4	0.016051	0.156245057425821	10594	0.547130830019111
DAB2IP	ENSG00000136848	DAB2IP	153090	DAB2IP	Stim	16	0.20139	0.49783	1	8775	6	0.11328	0.0079092	0.04726	0.841904	1081	8	0.11328	0.971112906331592	16851	0.870306285832343
DACH1	ENSG00000276644	DACH1	1602	DACH1	Stim	16	0.59487	0.84965	1	15725	4	-0.031144	0.0312	0.14145	0.938166	2902	6	-0.031144	-0.239292160164691	6870	0.354785393316461
DACH2	ENSG00000126733	DACH2	117154	DACH2	Stim	16	0.29098	0.61598	1	10989	4	0.092574	0.052952	0.20929	0.971833	4136	8	0.092574	0.797577709225349	15901	0.82123857238779
DACT1	ENSG00000165617	DACT1	51339	DACT1	Stim	16	0.41324	0.72894	1	13193	5	0.052321	0.17435	0.467	1	8933	6	0.052321	0.46022079388112	13352	0.689582149682351
DACT2	ENSG00000164488	DACT2	168002	DACT2	Stim	16	0.090192	0.29954	1	5163	6	0.016508	0.075818	0.27258	0.97278	5399	6	0.016508	0.16007513494333	10638	0.549403439904964
DACT3	ENSG00000197380	DACT3	147906	DACT3	Stim	16	0.39014	0.7084	1	12795	4	0.0030915	0.43898	0.75414	1	14204	6	0.0030915	0.0476326075611264	9522	0.491761789163783
DAD1	ENSG00000129562	DAD1	1603	DAD1	Stim	8	1.3374e-08	2.5568e-07	8.7e-05	52	8	-1.042	0.99999	0.99999	1	19347	0	-1.042	-8.71118896331491	7	0.000309901348070864
DAG1	ENSG00000173402	DAG1	1605	DAG1	Stim	16	0.63902	0.87401	1	16252	5	0.075632	0.057531	0.22282	0.971833	4384	8	0.075632	0.655588270928528	14963.5	0.772790661639378
DAGLA	ENSG00000134780	DAGLA	747	DAGLA	Stim	16	0.38061	0.69988	1	12627	4	0.071195	0.10412	0.33407	0.98516	6531	8	0.071195	0.618402157262905	14697	0.759051701874903
DAGLB	ENSG00000164535	DAGLB	221955	DAGLB	Stim	16	0.083031	0.28307	1	4886	6	-0.031849	0.32357	0.65756	1	12484	3	-0.031849	-0.245200704256254	6818	0.35209958163318
DALRD3	ENSG00000178149	DALRD3	55152	DALRD3	Stim	16	0.0012825	0.0097361	0.331884	564	10	-0.25064	0.89591	0.97343	1	18529	2	-0.25064	-2.07886917281957	532	0.0274262693042715
DAND5	ENSG00000179284	DAND5	199699	DAND5	Stim	16	0.039207	0.16536	1	2984	7	-0.043841	0.57557	0.84525	1	15993	5	-0.043841	-0.345704620208059	5980	0.308816693352616
DAO	ENSG00000110887	DAO	1610	DAO	Stim	16	0.37311	0.69308	1	12479	6	-0.016353	0.57877	0.84689	1	16026	5	-0.016353	-0.115330067032341	8005	0.413408398326533
DAOA	ENSG00000182346	DAOA	267012	DAOA	Stim	16	0.063322	0.23608	1	4131	8	-0.11497	0.061042	0.23295	0.971833	4603	4	-0.11497	-0.941830624021928	2487	0.128402458550695
DAP	ENSG00000112977	DAP	1611	DAP	Stim	16	0.86797	0.96357	1	18343	3	0.020858	0.5174	0.81374	1	15353	4	0.020858	0.196532109125314	10975	0.56680956562161
DAP3	ENSG00000132676	DAP3	7818	DAP3	Stim	16	0.48466	0.78649	1	14393	5	0.041451	0.63627	0.87564	1	16552	5	0.041451	0.369120262994186	12507	0.645937709829038
DAPK1	ENSG00000196730	DAPK1	1612	DAPK1	Stim	16	0.057504	0.22165	1	3900	4	0.080388	0.052734	0.20863	0.971833	4121	8	0.080388	0.695447896034164	15282	0.789267083311812
DAPK2	ENSG00000035664	DAPK2	23604	DAPK2	Stim	16	0.47276	0.77893	1	14230	6	-0.045218	0.1922	0.49198	1	9435	4	-0.045218	-0.357245138242218	5876	0.303445069986054
DAPK3	ENSG00000167657	DAPK3	1613	DAPK3	Stim	16	0.028195	0.12842	1	2445	4	0.16244	0.019014	0.096164	0.914477	2022	10	0.16244	1.38311861915603	18361	0.948298125096844
DAPL1	ENSG00000163331	DAPL1	92196	DAPL1	Stim	16	0.80792	0.94364	1	17841	3	0.046039	0.4813	0.78686	1	14836	6	0.046039	0.407571894614173	12868	0.664583440937968
DAPP1	ENSG00000070190	DAPP1	27071	DAPP1	Stim	16	0.93855	0.98304	1	18870	3	0.17555	0.011629	0.06436	0.87451	1415	9	0.17555	1.49299239651829	18570	0.959093022054646
DARS	ENSG00000115866	DARS1	1615	DARS1	Stim	16	0.20029	0.49623	1	8754	6	-0.070119	0.80989	0.94664	1	17948	4	-0.070119	-0.565938267921662	4411	0.227777490832085
DARS2	ENSG00000117593	DARS2	55157	DARS2	Stim	16	0.13108	0.38679	1	6727	4	0.013752	0.044666	0.1844	0.96454	3670	5	0.013752	0.136977337047802	10391.5	0.53664583440938
DAW1	ENSG00000123977	DAW1	164781	DAW1	Stim	16	0.084589	0.2867	1	4946	6	-0.038579	0.46283	0.77277	1	14556	6	-0.038579	-0.301604252818266	6362	0.328547079179794
DAXX	ENSG00000204209	DAXX	1616	DAXX	Stim	16	0.25555	0.57305	1	10172	6	0.050293	0.23093	0.54433	1	10402	7	0.050293	0.443224301090071	13189	0.681163163059759
DAZ1	ENSG00000188120	DAZ1	1617	DAZ1	Stim	16	0.13741	0.39956	1	6968	7	-0.10671	0.16018	0.44339	1	8523	4	-0.10671	-0.872604277644183	2768	0.142916171685347
DAZ2	ENSG00000205944	DAZ2	57055	DAZ2	Stim	16	0.41676	0.73192	1	13262	4	0.10936	0.019825	0.099485	0.917875	2093	8	0.10936	0.938259724999781	16700	0.862507101905893
DAZ3	ENSG00000187191	DAZ3	57054	DAZ3	Stim	16	0.020417	0.1007	0.951119	2041	4	-0.044226	0.60566	0.86048	1	16280	5	-0.044226	-0.348931271946005	5954	0.307473787510976
DAZ4	ENSG00000205916	DAZ4	57135	DAZ4	Stim	16	0.63815	0.87352	1	16242	5	-0.049616	0.10733	0.34083	0.98516	6664	3	-0.049616	-0.394104396277244	5587	0.288518155053974
DAZAP1	ENSG00000071626	DAZAP1	26528	DAZAP1	Stim	16	0.15532	0.42858	1	7509	7	0.032199	0.4561	0.76761	1	14452	6	0.032199	0.291580050320229	11842	0.61159031041785
DAZAP2	ENSG00000183283	DAZAP2	9802	DAZAP2	Stim	16	0.026522	0.12246	1	2352	8	-0.098142	0.68729	0.90087	1	17023	3	-0.098142	-0.800796609876083	3103	0.160218996952637
DAZL	ENSG00000092345	DAZL	1618	DAZL	Stim	16	0.054553	0.2133	1	3785	9	-0.1172	0.55707	0.83571	1	15802	5	-0.1172	-0.960520061361197	2424	0.125148494395951
DBF4	ENSG00000006634	DBF4	10926	DBF4	Stim	16	0.047683	0.19224	1	3444	9	-0.14045	0.63126	0.87311	1	16504	4	-0.14045	-1.1553763026787	1834	0.094674861835649
DBF4B	ENSG00000161692	DBF4B	80174	DBF4B	Stim	12	0.67311	0.86432	1	16685	2	-0.05253	0.82005	0.9332	1	18033	3	-0.05253	-0.418526378522371	5396	0.278652962140385
DBH	ENSG00000123454	DBH	1621	DBH	Stim	16	0.77218	0.93018	1	17530	4	0.047894	0.27631	0.60167	1	11461	7	0.047894	0.423118489351547	13011	0.67196942306699
DBI	ENSG00000155368	DBI	1622	DBI	Stim	16	0.27182	0.59426	1	10576	7	0.075045	0.31023	0.64219	1	12193	7	0.075045	0.650668674642362	14935	0.771344455348381
DBN1	ENSG00000113758	DBN1	1627	DBN1	Stim	16	0.043131	0.17801	1	3202	6	-0.032047	0.01573	0.082327	0.899484	1758	6	-0.032047	-0.246860125150055	6806.5	0.351479778937038
DBNDD1	ENSG00000003249	DBNDD1	79007	DBNDD1	Stim	16	0.02554	0.11908	0.996249	2302	7	-0.11343	0.27866	0.60455	1	11526	7	-0.11343	-0.928924017070145	2535	0.130881669335262
DBNDD2	ENSG00000244274	DBNDD2	55861	DBNDD2	Stim	16	0.20581	0.50424	1	8902	5	-0.0062858	0.0016379	0.012341	0.729867	323	6	-0.0062858	-0.0309577335875442	8806	0.454780228293993
DBNL	ENSG00000136279	DBNL	28988	DBNL	Stim	16	0.38193	0.70106	1	12653	6	-0.031177	0.13634	0.39863	0.996433	7719	4	-0.031177	-0.239568730313658	6869	0.354733743091782
DBP	ENSG00000105516	DBP	1628	DBP	Stim	16	0.37245	0.69251	1	12463	5	-0.015232	0.62941	0.87225	1	16494	5	-0.015232	-0.105935062881076	8101	0.418366819895667
DBR1	ENSG00000138231	DBR1	51163	DBR1	Stim	8	0.16292	0.36474	1	7704	3	-0.052532	0.54161	0.74824	1	15630	1	-0.052532	-0.418543140349581	5395	0.278601311915707
DBT	ENSG00000137992	DBT	1629	DBT	Stim	16	0.84023	0.95604	1	18135	3	-0.036371	0.08788	0.29938	0.983468	5877	6	-0.036371	-0.283099195578307	6524	0.336914415577708
DBX1	ENSG00000109851	DBX1	120237	DBX1	Stim	16	0.84446	0.95768	1	18176	4	0.053417	0.0041427	0.027309	0.803366	654	7	0.053417	0.469406275192259	13450	0.694643871700842
DBX2	ENSG00000185610	DBX2	440097	DBX2	Stim	16	0.17244	0.45494	1	7984	4	0.063636	0.25489	0.57513	1	10993	6	0.063636	0.555050831322303	14168	0.731728733019989
DCAF10	ENSG00000122741	DCAF10	79269	DCAF10	Stim	16	0.26967	0.5915	1	10520	6	0.032105	0.22808	0.54057	1	10329	6	0.032105	0.290792244441354	11834	0.611177108620423
DCAF11	ENSG00000100897	DCAF11	80344	DCAF11	Stim	16	0.13602	0.3968	1	6927	6	-0.049705	0.63522	0.87508	1	16546	4	-0.049705	-0.394850297588094	5580	0.288156603481225
DCAF12	ENSG00000198876	DCAF12	25853	DCAF12	Stim	16	0.84109	0.95636	1	18145	2	0.10686	0.064189	0.24189	0.971833	4777	8	0.10686	0.917307440987147	16579	0.856257424719797
DCAF12L1	ENSG00000198889	DCAF12L1	139170	DCAF12L1	Stim	16	0.37873	0.69822	1	12589	5	0.093577	0.04061	0.17181	0.961416	3448	8	0.093577	0.805983765571218	15942	0.823356231599607
DCAF12L2	ENSG00000198354	DCAF12L2	340578	DCAF12L2	Stim	16	0.694	0.90146	1	16893	3	0.19324	0.016047	0.08369	0.899484	1790	10	0.19324	1.64125075819169	18806	0.971282475078767
DCAF13	ENSG00000164934	DCAF13	25879	DCAF13	Stim	16	5.2365e-06	6.392e-05	0.008306	149	12	-0.36178	0.63279	0.87389	1	16515	2	-0.36178	-3.01032391088525	198	0.01017509426166
DCAF15	ENSG00000132017	DCAF15	90379	DCAF15	Stim	16	0.19351	0.48634	1	8566	7	-0.084781	0.05883	0.22657	0.971833	4452	7	-0.084781	-0.68881922319896	3668	0.189401373895976
DCAF16	ENSG00000163257	DCAF16	54876	DCAF16	Stim	16	0.086127	0.29015	1	5008	6	-0.0030784	0.17216	0.46384	1	8880	5	-0.0030784	-0.00407679129069478	9052	0.467486183564899
DCAF17	ENSG00000115827	DCAF17	80067	DCAF17	Stim	16	0.036802	0.15744	1	2853	7	-0.024318	0.34412	0.676	1	12817	6	-0.024318	-0.182084043896594	7371	0.380662155880378
DCAF4	ENSG00000119599	DCAF4	26094	DCAF4	Stim	16	0.41822	0.73314	1	13289	3	-0.012287	0.32614	0.66034	1	12536	4	-0.012287	-0.0812532723141928	8339	0.430659573369144
DCAF4L1	ENSG00000182308	DCAF4L1	285429	DCAF4L1	Stim	16	0.46512	0.77268	1	14108	6	-0.03592	0.0961	0.31718	0.984875	6216	5	-0.03592	-0.279319403542428	6554.5	0.338463922318062
DCAF4L2	ENSG00000176566	DCAF4L2	138009	DCAF4L2	Stim	16	0.525	0.80998	1	14868	5	0.020347	0.050941	0.2033	0.970267	4035	6	0.020347	0.192249462273131	10943	0.565156758431899
DCAF5	ENSG00000139990	DCAF5	8816	DCAF5	Stim	16	0.22838	0.53613	1	9475	7	-0.046139	0.016967	0.087583	0.904173	1864	4	-0.046139	-0.364963959672472	5821	0.300604307628738
DCAF6	ENSG00000143164	DCAF6	55827	DCAF6	Stim	16	0.16806	0.44827	1	7860	5	-0.013467	0.86391	0.9652	1	18359	2	-0.013467	-0.0911427503681562	8242	0.425649501575332
DCAF7	ENSG00000136485	DCAF7	10238	DCAF7	Stim	16	0.026166	0.12124	1	2330	7	0.036567	0.22998	0.54309	1	10379	7	0.036567	0.328187880947103	12166	0.628324983213677
DCAF8	ENSG00000132716	DCAF8	50717	DCAF8	Stim	16	0.22591	0.53265	1	9405	4	0.041712	0.31144	0.64359	1	12222	7	0.041712	0.371307681445105	12516	0.646402561851144
DCAF8L1	ENSG00000226372	DCAF8L1	139425	DCAF8L1	Stim	16	0.051252	0.20322	1	3632	7	-0.015946	0.091754	0.30786	0.983499	6045	5	-0.015946	-0.111919035195084	8042	0.415319456639636
DCAF8L2	ENSG00000189186	DCAF8L2	347442	DCAF8L2	Stim	16	0.35775	0.67902	1	12196	6	-0.023579	0.17268	0.4646	1	8891	4	-0.023579	-0.17589054874246	7421	0.383244667114302
DCAKD	ENSG00000172992	DCAKD	79877	DCAKD	Stim	16	0.22729	0.53459	1	9444	4	0.076165	0.23457	0.54907	1	10502	7	0.076165	0.660055297880022	15001	0.77475337017716
DCANP1	ENSG00000251380	DCANP1	140947	DCANP1	Stim	16	0.36967	0.68996	1	12420	4	0.16009	0.002362	0.016756	0.752739	431	11	0.16009	1.36342347218416	18311	0.94571561386292
DCBLD1	ENSG00000164465	DCBLD1	285761	DCBLD1	Stim	16	0.65277	0.88152	1	16446	3	0.034446	0.098967	0.32322	0.984875	6332	6	0.034446	0.310411963190784	12015	0.620525799287227
DCBLD2	ENSG00000057019	DCBLD2	131566	DCBLD2	Stim	16	0.12703	0.37859	1	6569	6	-0.075121	0.37791	0.70456	1	13349	3	-0.075121	-0.60785959777414	4152	0.214400082640359
DCC	ENSG00000187323	DCC	1630	DCC	Stim	16	0.20922	0.5092	1	8997	6	-0.08077	0.36308	0.69205	1	13109	3	-0.08077	-0.655203378729089	3856	0.19911161613553
DCD	ENSG00000161634	DCD	117159	DCD	Stim	16	0.42964	0.74296	1	13499	5	0.015943	0.014808	0.078401	0.898424	1677	7	0.015943	0.155339918756475	10581	0.54645937709829
DCDC1	ENSG00000170959	DCDC1	341019	DCDC1	Stim	16	0.020193	0.0999	0.950298	2023	8	-0.20675	0.66438	0.88961	1	16816	2	-0.20675	-1.71103087469376	829	0.0427663860337792
DCDC2	ENSG00000146038	DCDC2	51473	DCDC2	Stim	16	0.58467	0.84393	1	15601	4	0.0033126	0.080056	0.28201	0.975926	5570	6	0.0033126	0.0494856275592038	9537	0.49253654253396
DCDC2B	ENSG00000222046	DCDC2B	149069	DCDC2B	Stim	16	0.1262	0.37695	1	6538	6	0.0064253	0.16342	0.44919	1	8639	4	0.0064253	0.0755728973376546	9782	0.505190847580187
DCDC2C	ENSG00000214866	DCDC2C	728597	DCDC2C	Stim	16	0.28571	0.61092	1	10906	6	0.022352	0.5399	0.827	1	15616	3	0.022352	0.209053194051264	11095	0.573007592583028
DCDC5	ENSG00000170959	DCDC1	341019	DCDC1	Stim	16	0.66821	0.88989	1	16624	4	0.13717	0.022894	0.1121	0.933732	2317	9	0.13717	1.17133293235633	17668.5	0.912504519394659
DCHS1	ENSG00000166341	DCHS1	8642	DCHS1	Stim	16	0.0092913	0.052658	0.79111	1282	8	-0.15704	0.343	0.67505	1	12802	4	-0.15704	-1.29441565938654	1522	0.078559991735964
DCHS2	ENSG00000197410	DCHS2	54798	DCHS2	Stim	16	0.48849	0.78872	1	14436	3	0.0013055	0.20826	0.51417	1	9861	5	0.0013055	0.0326642958625004	9368	0.483807654563297
DCK	ENSG00000156136	DCK	1633	DCK	Stim	16	0.12643	0.37738	1	6547	5	0.11034	0.067053	0.24995	0.971833	4923	8	0.11034	0.946473020332734	16749	0.865037962915139
DCLK1	ENSG00000133083	DCLK1	9201	DCLK1	Stim	16	0.52417	0.80949	1	14857	3	0.067994	0.27221	0.59664	1	11385	6	0.067994	0.591574852813128	14473	0.747482051546924
DCLK2	ENSG00000170390	DCLK2	166614	DCLK2	Stim	16	0.14444	0.41138	1	7172	7	-0.084513	0.32968	0.66341	1	12607	3	-0.084513	-0.686573138352805	3683	0.190176127266154
DCLK3	ENSG00000163673	DCLK3	85443	DCLK3	Stim	16	0.13637	0.39748	1	6940	7	-0.030357	0.23271	0.54666	1	10447	5	-0.030357	-0.232696381157514	6907	0.356696451629565
DCLRE1A	ENSG00000198924	DCLRE1A	9937	DCLRE1A	Stim	16	0.34627	0.66852	1	12007	5	0.053323	0.2122	0.51943	1	9963	7	0.053323	0.468618469313384	13442	0.694230669903414
DCLRE1B	ENSG00000118655	DCLRE1B	64858	DCLRE1B	Stim	16	0.1137	0.351	1	6085	5	0.03805	0.75221	0.92763	1	17554	4	0.03805	0.340616775823398	12268	0.633593306130882
DCLRE1C	ENSG00000152457	DCLRE1C	64421	DCLRE1C	Stim	16	0.54599	0.82201	1	15120	3	0.00085867	0.84404	0.95827	1	18214	3	0.00085867	0.0289194522363542	9329	0.481793295800837
DCN	ENSG00000011465	DCN	1634	DCN	Stim	16	0.074165	0.26237	1	4546	7	-0.10519	0.0073772	0.044721	0.839037	1024	4	-0.10519	-0.859865288964502	2812.5	0.1451887815712
DCP1A	ENSG00000272886	DCP1A	55802	DCP1A	Stim	16	0.069822	0.25184	1	4378	4	0.15665	0.059956	0.22983	0.971833	4530	9	0.15665	1.33459312938277	18223	0.941170394091214
DCP1B	ENSG00000151065	DCP1B	196513	DCP1B	Stim	16	0.0027434	0.01883	0.470425	769	8	-0.15964	0.24131	0.55784	1	10667	4	-0.15964	-1.31620603475968	1464	0.0755642787046124
DCP2	ENSG00000172795	DCP2	167227	DCP2	Stim	16	0.095537	0.31151	1	5381	4	0.056871	0.013222	0.071475	0.895726	1539	7	0.056871	0.498353950784115	13697	0.707401477196426
DCPS	ENSG00000110063	DCPS	28960	DCPS	Stim	16	0.31318	0.63733	1	11415	5	-0.039267	0.039208	0.16739	0.959663	3363	5	-0.039267	-0.307370321378543	6323	0.326532720417334
DCST1	ENSG00000163357	DCST1	149095	DCST1	Stim	16	0.35868	0.67987	1	12219	5	-0.019749	0.081243	0.28471	0.975926	5625	5	-0.019749	-0.143791649635104	7727	0.399049635865916
DCST2	ENSG00000163354	DCST2	127579	DCST2	Stim	16	0.54651	0.82231	1	15127	3	0.07661	0.038682	0.16568	0.958436	3335	7	0.07661	0.663784804434271	15032	0.776354527142193
DCSTAMP	ENSG00000164935	DCSTAMP	81501	DCSTAMP	Stim	16	0.39172	0.70982	1	12836	4	-0.078988	0.43114	0.74795	1	14104	3	-0.078988	-0.640268590684883	3943	0.203605185682558
DCT	ENSG00000080166	DCT	1638	DCT	Stim	16	0.14359	0.41	1	7148	2	0.026335	0.084745	0.29251	0.981556	5751	5	0.026335	0.242434372940193	11383	0.587882857290429
DCTD	ENSG00000129187	DCTD	1635	DCTD	Stim	16	0.012623	0.06811	0.860795	1521	10	-0.13937	0.62318	0.86919	1	16441	3	-0.13937	-1.14632491598524	1861	0.0960694179019679
DCTN1	ENSG00000204843	DCTN1	1639	DCTN1	Stim	16	0.16621	0.44545	1	7803	6	0.06221	0.24057	0.5569	1	10644	7	0.06221	0.543099648521497	14065	0.726408759878105
DCTN2	ENSG00000175203	DCTN2	10540	DCTN2	Stim	16	0.0037437	0.024762	0.552171	865	10	-0.22176	0.62647	0.87086	1	16475	3	-0.22176	-1.83682838790562	704	0.0363101079489696
DCTN3	ENSG00000137100	DCTN3	11258	DCTN3	Stim	16	0.13463	0.39399	1	6872	8	-0.071021	0.91962	0.97894	1	18648	3	-0.071021	-0.57349785199342	4364	0.225349930272197
DCTN4	ENSG00000132912	DCTN4	51164	DCTN4	Stim	16	0.59344	0.84883	1	15710	4	0.094155	0.078597	0.2788	0.975211	5504	8	0.094155	0.810827933634939	15971	0.824854088115283
DCTN5	ENSG00000166847	DCTN5	84516	DCTN5	Stim	16	0.026094	0.12099	1	2327	8	-0.14368	0.86928	0.9671	1	18399	2	-0.14368	-1.18244665362302	1766	0.0911626465575125
DCTN6	ENSG00000104671	DCTN6	10671	DCTN6	Stim	16	0.10569	0.33386	1	5780	7	-0.12036	0.36119	0.69043	1	13072	3	-0.12036	-0.987003748353167	2333	0.120448323950209
DCTPP1	ENSG00000179958	DCTPP1	79077	DCTPP1	Stim	16	0.13601	0.39677	1	6926	6	-0.014731	0.14748	0.41984	1	8095	6	-0.014731	-0.101736225164944	8140	0.420381178658127
DCUN1D1	ENSG00000043093	DCUN1D1	54165	DCUN1D1	Stim	16	0.0057083	0.035401	0.657182	1036	8	-0.19741	0.27157	0.59587	1	11369	3	-0.19741	-1.63275314162256	928	0.0478797582769485
DCUN1D2	ENSG00000150401	DCUN1D2	55208	DCUN1D2	Stim	16	0.31916	0.64299	1	11508	3	0.13265	0.061963	0.23565	0.971833	4653	9	0.13265	1.13345120286148	17541	0.905944940860493
DCUN1D3	ENSG00000188215	DCUN1D3	123879	DCUN1D3	Stim	16	0.23461	0.54474	1	9618	3	0.28809	0.00077015	0.0062634	0.60699	197	11	0.28809	2.43618041363104	19268	0.995144878880223
DCUN1D4	ENSG00000109184	DCUN1D4	23142	DCUN1D4	Stim	16	0.38976	0.70807	1	12783	6	-0.040731	0.87301	0.9684	1	18428	4	-0.040731	-0.319639978896342	6212	0.320799545478023
DCUN1D5	ENSG00000137692	DCUN1D5	84259	DCUN1D5	Stim	16	0.034008	0.14814	1	2726	7	-0.010597	0.72217	0.9178	1	17340	3	-0.010597	-0.067089528321652	8470	0.437425752802025
DCX	ENSG00000077279	DCX	1641	DCX	Stim	16	0.29685	0.62177	1	11100	6	-0.007474	0.0057726	0.036371	0.827224	843	3	-0.007474	-0.0409159351330691	8721	0.450389959196323
DCXR	ENSG00000169738	DCXR	51181	DCXR	Stim	16	0.84867	0.95906	1	18219	2	0.11165	0.19613	0.49744	1	9556	7	0.11165	0.957452017155354	16790	0.867155622126956
DDA1	ENSG00000130311	DDA1	79016	DDA1	Stim	16	0.15199	0.42336	1	7402	3	0.243	0.0077142	0.046333	0.839227	1063	9	0.243	2.05828501917917	19163	0.989721605288983
DDAH1	ENSG00000153904	DDAH1	23576	DDAH1	Stim	12	0.0138	0.066321	0.853939	1594	5	-0.025572	0.16547	0.41824	1	8704	5	-0.025572	-0.192593709557332	7269	0.375393832963173
DDAH2	ENSG00000213722	DDAH2	23564	DDAH2	Stim	16	0.046298	0.18793	1	3358	4	0.034108	0.081036	0.28422	0.975926	5609	5	0.034108	0.307579214392276	11991.5	0.619286193894943
DDB1	ENSG00000167986	DDB1	1642	DDB1	Stim	16	0.16555	0.44443	1	7781	7	-0.056353	0.17237	0.46416	1	8885	6	-0.056353	-0.450566611234492	5163	0.2666184597903
DDB2	ENSG00000134574	DDB2	1643	DDB2	Stim	16	0.50154	0.79641	1	14588	4	0.083231	0.29026	0.61864	1	11758	6	0.083231	0.719274833413332	15426	0.796704715665513
DDC	ENSG00000132437	DDC	1644	DDC	Stim	16	0.13808	0.40093	1	6996	7	-0.076557	0.69334	0.90383	1	17079	3	-0.076557	-0.619894589710998	4070	0.210164764216724
DDHD1	ENSG00000100523	DDHD1	80821	DDHD1	Stim	16	0.64097	0.87509	1	16275	3	0.208	0.0076562	0.046045	0.839227	1052	8	0.208	1.76495304300228	18939	0.978151954961004
DDHD2	ENSG00000085788	DDHD2	23259	DDHD2	Stim	16	0.36853	0.68889	1	12406	4	0.029516	0.015984	0.08342	0.899484	1783	7	0.029516	0.269094059117869	11637	0.601002014358762
DDI1	ENSG00000170967	DDI1	414301	DDI1	Stim	16	0.35361	0.67523	1	12119	3	0.082977	0.1276	0.38164	0.992359	7408	7	0.082977	0.717146081357648	15413	0.796033262744693
DDI2	ENSG00000197312	DDI2	84301	DDI2	Stim	16	7.8571e-05	0.00080003	0.056533	271	4	0.019564	0.010555	0.05958	0.862979	1327	5	0.019564	0.185687206920374	10898	0.562832498321368
DDIAS	ENSG00000165490	DDIAS	220042	DDIAS	Stim	16	0.2216	0.52664	1	9309	7	-0.098451	0.76105	0.93052	1	17610	3	-0.098451	-0.803386312180045	3085	0.159289292908424
DDIT3	ENSG00000175197	DDIT3	1649	DDIT3	Stim	16	0.38598	0.70473	1	12725	3	0.065651	0.19783	0.49979	1	9598	7	0.065651	0.571938372236487	14308	0.738959764474975
DDIT4	ENSG00000168209	DDIT4	54541	DDIT4	Stim	16	0.10728	0.33729	1	5843	8	-0.099607	0.03465	0.1527	0.951927	3087	7	-0.099607	-0.813074648307487	3031	0.156500180775786
DDIT4L	ENSG00000145358	DDIT4L	115265	DDIT4L	Stim	16	0.082359	0.28149	1	4854	4	0.2263	0.0025608	0.018001	0.753775	454	11	0.2263	1.91832376197477	19075	0.985176385517277
DDN	ENSG00000181418	DDN	23109	DDN	Stim	16	0.048375	0.19438	1	3475	7	-0.048028	0.32081	0.65436	1	12411	4	-0.048028	-0.380795505472419	5705	0.294612881566035
DDO	ENSG00000203797	DDO	8528	DDO	Stim	16	0.50679	0.79949	1	14654	4	0.10845	0.071999	0.26375	0.971833	5203	8	0.10845	0.930633093619182	16657	0.860286142244719
