id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Enrichment	pos.rank	neg.rank
PDE10A	ENSG00000112541	PDE10A	10846	PDE10A	-0.367115	13279	5626
SDHB	ENSG00000117118	SDHB	6390	SDHB	-0.367088	13278	5627
RNF2	ENSG00000121481	RNF2	6045	RNF2	-0.3668004	13277	5628
CERS5	ENSG00000139624	CERS5	91012	CERS5	-0.366793	13276	5629
MRPL1	ENSG00000169288	MRPL1	65008	MRPL1	-0.366773	13275	5630
ACSS1	ENSG00000154930	ACSS1	84532	ACSS1	-0.36666	13274	5631
KANSL2	ENSG00000139620	KANSL2	54934	KANSL2	-0.366425	13273	5632
CDC123	ENSG00000151465	CDC123	8872	CDC123	-0.366255	13272	5633
GPR141	ENSG00000187037	GPR141	353345	GPR141	-0.366145	13271	5634
KLC1	ENSG00000126214	KLC1	3831	KLC1	-0.36605	13270	5635
ACTL6B	ENSG00000077080	ACTL6B	51412	ACTL6B	-0.36603	13269	5636
COL1A1	ENSG00000108821	COL1A1	1277	COL1A1	-0.3660025	13268	5637
SMNDC1	ENSG00000119953	SMNDC1	10285	SMNDC1	-0.365985	13267	5638
ZNF30	ENSG00000168661	ZNF30	90075	ZNF30	-0.3658225	13266	5639
AIP	ENSG00000110711	AIP	9049	AIP	-0.365735	13265	5640
TSPYL6	ENSG00000178021	TSPYL6	388951	TSPYL6	-0.365705	13264	5641
TPM1	ENSG00000140416	TPM1	7168	TPM1	-0.3656985	13263	5642
ZNF208	ENSG00000160321	ZNF208	7757	ZNF208	-0.3655275	13262	5643
NMRK1	ENSG00000106733	NMRK1	54981	NMRK1	-0.3655229	13261	5644
C11orf52	ENSG00000149300	C11orf52	91894	C11orf52	-0.3655125	13260	5645
FNBP1	ENSG00000187239	FNBP1	23048	FNBP1	-0.36542	13259	5646
CD69	ENSG00000110848	CD69	969	CD69	-0.3653815	13258	5647
SENP5	ENSG00000119231	SENP5	205564	SENP5	-0.36537	13257	5648
OPTC	ENSG00000188770	OPTC	26254	OPTC	-0.365237	13256	5649
SPATA8	ENSG00000185594	SPATA8	145946	SPATA8	-0.36519	13255	5650
LOC653602	NA	NA	NA	NA	-0.365135	13254	5651
FHL1	ENSG00000022267	FHL1	2273	FHL1	-0.364885	13253	5652
FAT1	ENSG00000083857	FAT1	2195	FAT1	-0.3648	13251	5653
UBE2Q2L	ENSG00000259511	UBE2Q2P16	100505679	UBE2Q2P16	-0.3648	13252	5654
AGBL2	ENSG00000165923	AGBL2	79841	AGBL2	-0.364715	13250	5655
CCDC102A	ENSG00000135736	CCDC102A	92922	CCDC102A	-0.3647005	13249	5656
INTS9	ENSG00000104299	INTS9	55756	INTS9	-0.36468	13248	5657
C19orf67	ENSG00000188032	C19orf67	646457	C19orf67	-0.364515	13247	5658
ING2	ENSG00000168556	ING2	3622	ING2	-0.364441	13246	5659
ING5	ENSG00000168395	ING5	84289	ING5	-0.3642205	13245	5660
FCRL1	ENSG00000163534	FCRL1	115350	FCRL1	-0.36419	13244	5661
VSIG4	ENSG00000155659	VSIG4	11326	VSIG4	-0.364085	13243	5662
TBX19	ENSG00000143178	TBX19	9095	TBX19	-0.36396	13242	5663
LRRIQ1	ENSG00000133640	LRRIQ1	84125	LRRIQ1	-0.363885	13241	5664
AVIL	ENSG00000135407	AVIL	10677	AVIL	-0.363825	13240	5665
HNRNPA2B1	ENSG00000122566	HNRNPA2B1	3181	HNRNPA2B1	-0.3638	13239	5666
DPM1	ENSG00000000419	DPM1	8813	DPM1	-0.36365	13238	5667
WDR90	ENSG00000161996	WDR90	197335	WDR90	-0.3636355	13237	5668
WBSCR28	ENSG00000175877	TMEM270	135886	TMEM270	-0.363465	13236	5669
FER1L6	ENSG00000214814	FER1L6	654463	FER1L6	-0.36327	13235	5670
CCDC127	ENSG00000164366	CCDC127	133957	CCDC127	-0.363195	13234	5671
MRGPRX2	ENSG00000183695	MRGPRX2	117194	MRGPRX2	-0.3631	13233	5672
MTERF1	ENSG00000127989	MTERF1	7978	MTERF1	-0.363095	13232	5673
BIVM	ENSG00000134897	BIVM	54841	BIVM	-0.362915	13231	5674
GHSR	ENSG00000121853	GHSR	2693	GHSR	-0.36259	13230	5675
C5orf47	ENSG00000185056	C5orf47	133491	C5orf47	-0.36238	13229	5676
PRPF38B	ENSG00000134186	PRPF38B	55119	PRPF38B	-0.36223	13228	5677
MANEAL	ENSG00000185090	MANEAL	149175	MANEAL	-0.36214	13227	5678
AR	ENSG00000169083	AR	367	AR	-0.362125	13226	5679
CAPN6	ENSG00000077274	CAPN6	827	CAPN6	-0.362065	13224	5680
TMEM175	ENSG00000127419	TMEM175	84286	TMEM175	-0.362065	13225	5681
ZNF611	ENSG00000213020	ZNF611	81856	ZNF611	-0.362015	13223	5682
PGLYRP1	ENSG00000008438	PGLYRP1	8993	PGLYRP1	-0.362	13222	5683
SCRN1	ENSG00000136193	SCRN1	9805	SCRN1	-0.361925	13221	5684
MARCH9	ENSG00000139266	MARCHF9	92979	MARCHF9	-0.361875	13220	5685
PPME1	ENSG00000214517	PPME1	51400	PPME1	-0.36184915	13219	5686
CYP19A1	ENSG00000137869	CYP19A1	1588	CYP19A1	-0.361835	13218	5687
TCTE1	ENSG00000146221	TCTE1	202500	TCTE1	-0.36159	13217	5688
BUD13	ENSG00000137656	BUD13	84811	BUD13	-0.361585	13216	5689
OR8B12	ENSG00000170953	OR8B12	219858	OR8B12	-0.361345	13214	5690
SCGB1D4	ENSG00000197745	SCGB1D4	404552	SCGB1D4	-0.361345	13215	5691
TPK1	ENSG00000196511	TPK1	27010	TPK1	-0.36128525	13213	5692
DRICH1	ENSG00000189269	DRICH1	51233	DRICH1	-0.361156	13212	5693
RNASEH2A	ENSG00000104889	RNASEH2A	10535	RNASEH2A	-0.36114	13211	5694
DNAJB9	ENSG00000128590	DNAJB9	4189	DNAJB9	-0.36104	13210	5695
ADAMTS7	ENSG00000136378	ADAMTS7	11173	ADAMTS7	-0.360975	13209	5696
COQ10A	ENSG00000135469	COQ10A	93058	COQ10A	-0.360855	13208	5697
CCL24	ENSG00000106178	CCL24	6369	CCL24	-0.360705	13207	5698
CXorf58	ENSG00000165182	CXorf58	254158	CXorf58	-0.360605	13206	5699
C6orf203	ENSG00000130349	MTRES1	51250	MTRES1	-0.360485	13205	5700
SV2C	ENSG00000122012	SV2C	22987	SV2C	-0.360435	13204	5701
EML1	ENSG00000066629	EML1	2009	EML1	-0.360285	13203	5702
SIAH3	ENSG00000215475	SIAH3	283514	SIAH3	-0.3602	13202	5703
TNFRSF13C	ENSG00000159958	TNFRSF13C	115650	TNFRSF13C	-0.36015	13201	5704
EXOC3L1	ENSG00000179044	EXOC3L1	283849	EXOC3L1	-0.36011	13200	5705
SNX12	ENSG00000147164	SNX12	29934	SNX12	-0.35994	13199	5706
C4orf3	ENSG00000164096	C4orf3	401152	C4orf3	-0.35976	13198	5707
NOTCH1	ENSG00000148400	NOTCH1	4851	NOTCH1	-0.359725	13197	5708
APEX1	ENSG00000100823	APEX1	328	APEX1	-0.359708	13196	5709
UHRF1	ENSG00000276043	UHRF1	29128	UHRF1	-0.35968	13195	5710
ITPKC	ENSG00000086544	ITPKC	80271	ITPKC	-0.3596685	13194	5711
DFFA	ENSG00000160049	DFFA	1676	DFFA	-0.35941	13193	5712
IRAK1	ENSG00000184216	IRAK1	3654	IRAK1	-0.359245	13192	5713
RSC1A1	ENSG00000215695	RSC1A1	6248	RSC1A1	-0.3591915	13191	5714
KCNK15	ENSG00000124249	KCNK15	60598	KCNK15	-0.359135	13190	5715
TIGD4	ENSG00000169989	TIGD4	201798	TIGD4	-0.359095	13189	5716
SEZ6L	ENSG00000100095	SEZ6L	23544	SEZ6L	-0.359025	13188	5717
CCDC137	ENSG00000185298	CCDC137	339230	CCDC137	-0.35899	13187	5718
VARS2	ENSG00000137411	VARS2	57176	VARS2	-0.35898	13186	5719
SCT	ENSG00000070031	SCT	6343	SCT	-0.3589125	13185	5720
L3MBTL1	ENSG00000185513	L3MBTL1	26013	L3MBTL1	-0.358605	13184	5721
UNC45B	ENSG00000141161	UNC45B	146862	UNC45B	-0.35831	13183	5722
GPRC5B	ENSG00000167191	GPRC5B	51704	GPRC5B	-0.358255	13182	5723
SRGAP2	ENSG00000266028	SRGAP2	23380	SRGAP2	-0.358155	13181	5724
DPH3	ENSG00000154813	DPH3	285381	DPH3	-0.358125	13180	5725
ERCC2	ENSG00000104884	ERCC2	2068	ERCC2	-0.3581185	13179	5726
LRRFIP2	ENSG00000093167	LRRFIP2	9209	LRRFIP2	-0.358095	13178	5727
BAK1	ENSG00000030110	BAK1	578	BAK1	-0.35795	13177	5728
TMEM248	ENSG00000106609	TMEM248	55069	TMEM248	-0.357945	13176	5729
GH1	ENSG00000259384	GH1	2688	GH1	-0.35783	13175	5730
CTAGE9	ENSG00000236761	CTAGE9	643854	CTAGE9	-0.357815	13174	5731
CCDC158	ENSG00000163749	CCDC158	339965	CCDC158	-0.3576735	13173	5732
KCNJ16	ENSG00000153822	KCNJ16	3773	KCNJ16	-0.3575725	13172	5733
RIC1	ENSG00000107036	RIC1	57589	RIC1	-0.35741	13171	5734
SAXO1	ENSG00000155875	SAXO1	158297	SAXO1	-0.35732	13170	5735
MICU3	ENSG00000155970	MICU3	286097	MICU3	-0.35706	13169	5736
CT47A12	ENSG00000226685	CT47A12	100507170	CT47A12	-0.356983	13168	5737
FBXL4	ENSG00000112234	FBXL4	26235	FBXL4	-0.35695	13167	5738
SERINC4	ENSG00000184716	SERINC4	619189	SERINC4	-0.356935	13166	5739
STIL	ENSG00000123473	STIL	6491	STIL	-0.3569	13165	5740
C1orf146	ENSG00000203910	C1orf146	388649	C1orf146	-0.356565	13164	5741
KLF7	ENSG00000118263	KLF7	8609	KLF7	-0.35651	13163	5742
SCN4A	ENSG00000007314	SCN4A	6329	SCN4A	-0.35646665	13162	5743
CIB3	ENSG00000141977	CIB3	117286	CIB3	-0.35629	13161	5744
TBC1D28	ENSG00000189375	TBC1D28	254272	TBC1D28	-0.3561215	13160	5745
GTSE1	ENSG00000075218	GTSE1	51512	GTSE1	-0.355965	13159	5746
IFI6	ENSG00000126709	IFI6	2537	IFI6	-0.3553	13158	5747
LECT1	ENSG00000136110	CNMD	11061	CNMD	-0.355285	13157	5748
MDH1	ENSG00000014641	MDH1	4190	MDH1	-0.355215	13156	5749
KRT26	ENSG00000186393	KRT26	353288	KRT26	-0.355205	13155	5750
POLRMT	ENSG00000099821	POLRMT	5442	POLRMT	-0.355165	13154	5751
PGLYRP3	ENSG00000159527	PGLYRP3	114771	PGLYRP3	-0.35477876	13153	5752
CALU	ENSG00000128595	CALU	813	CALU	-0.35476	13152	5753
RPS6KB1	ENSG00000108443	RPS6KB1	6198	RPS6KB1	-0.354615	13151	5754
IRF5	ENSG00000128604	IRF5	3663	IRF5	-0.354555	13150	5755
LILRB2	ENSG00000131042	LILRB2	10288	LILRB2	-0.354405	13149	5756
TCF15	ENSG00000125878	TCF15	6939	TCF15	-0.3543	13148	5757
NAA15	ENSG00000164134	NAA15	80155	NAA15	-0.354275	13147	5758
ZBTB8OS	ENSG00000176261	ZBTB8OS	339487	ZBTB8OS	-0.354175	13146	5759
FUCA1	ENSG00000179163	FUCA1	2517	FUCA1	-0.35415	13145	5760
ADCK2	ENSG00000133597	ADCK2	90956	ADCK2	-0.3541285	13144	5761
NTF3	ENSG00000185652	NTF3	4908	NTF3	-0.354115	13142	5762
SERPINH1	ENSG00000149257	SERPINH1	871	SERPINH1	-0.354115	13143	5763
RORC	ENSG00000143365	RORC	6097	RORC	-0.35411	13141	5764
PSMB3	ENSG00000277791	PSMB3	5691	PSMB3	-0.353975	13140	5765
SP4	ENSG00000105866	SP4	6671	SP4	-0.3538875	13139	5766
NALCN	ENSG00000102452	NALCN	259232	NALCN	-0.3538	13138	5767
LMLN	ENSG00000185621	LMLN	89782	LMLN	-0.35373	13137	5768
SRRM1	ENSG00000133226	SRRM1	10250	SRRM1	-0.35372	13136	5769
GRID2	ENSG00000152208	GRID2	2895	GRID2	-0.3536785	13135	5770
UACA	ENSG00000137831	UACA	55075	UACA	-0.353605	13134	5771
EXOC1	ENSG00000090989	EXOC1	55763	EXOC1	-0.353519	13133	5772
NTRK3	ENSG00000140538	NTRK3	4916	NTRK3	-0.353515	13132	5773
DUSP1	ENSG00000120129	DUSP1	1843	DUSP1	-0.35339	13131	5774
FAHD2A	ENSG00000115042	FAHD2A	51011	FAHD2A	-0.35335	13130	5775
AURKB	ENSG00000178999	AURKB	9212	AURKB	-0.35332	13128	5776
USP11	ENSG00000102226	USP11	8237	USP11	-0.35332	13129	5777
OR2A1	ENSG00000221970	OR2A1	346528	OR2A1	-0.35331	13127	5778
PROK2	ENSG00000163421	PROK2	60675	PROK2	-0.35325	13126	5779
FOLH1B	ENSG00000134612	FOLH1B	219595	FOLH1B	-0.3530455	13125	5780
ABHD1	ENSG00000143994	ABHD1	84696	ABHD1	-0.35302	13124	5781
NPTX1	ENSG00000171246	NPTX1	4884	NPTX1	-0.35289315	13123	5782
KCNK17	ENSG00000124780	KCNK17	89822	KCNK17	-0.3527785	13122	5783
CSAG3	ENSG00000268916	CSAG3	389903	CSAG3	-0.3526425	13121	5784
CHRD	ENSG00000090539	CHRD	8646	CHRD	-0.35239	13120	5785
TYK2	ENSG00000105397	TYK2	7297	TYK2	-0.3523	13119	5786
NDE1	ENSG00000072864	NDE1	54820	NDE1	-0.351985	13118	5787
LIPF	ENSG00000182333	LIPF	8513	LIPF	-0.35194	13117	5788
TMC3	ENSG00000188869	TMC3	342125	TMC3	-0.35174	13116	5789
TRIM63	ENSG00000158022	TRIM63	84676	TRIM63	-0.3516	13115	5790
PLA2R1	ENSG00000153246	PLA2R1	22925	PLA2R1	-0.35157	13113	5791
TMEM121	ENSG00000184986	TMEM121	80757	TMEM121	-0.35157	13114	5792
ARPC2	ENSG00000163466	ARPC2	10109	ARPC2	-0.35154	13112	5793
HOMER3	ENSG00000051128	HOMER3	9454	HOMER3	-0.3514925	13111	5794
TRDMT1	ENSG00000107614	TRDMT1	1787	TRDMT1	-0.351455	13110	5795
GIMAP4	ENSG00000133574	GIMAP4	55303	GIMAP4	-0.3514405	13109	5796
ATP6V0E1	ENSG00000113732	ATP6V0E1	8992	ATP6V0E1	-0.35144	13108	5797
C7orf34	ENSG00000165131	LLCFC1	135927	LLCFC1	-0.35136465	13107	5798
HK1	ENSG00000156515	HK1	3098	HK1	-0.35135	13106	5799
NEU2	ENSG00000115488	NEU2	4759	NEU2	-0.35132	13105	5800
ZNF700	ENSG00000196757	ZNF700	90592	ZNF700	-0.351275	13104	5801
CAMK1	ENSG00000134072	CAMK1	8536	CAMK1	-0.3512	13103	5802
COL1A2	ENSG00000164692	COL1A2	1278	COL1A2	-0.351175	13102	5803
TIGIT	ENSG00000181847	TIGIT	201633	TIGIT	-0.35117	13101	5804
OR56A5	ENSG00000188691	OR56A5	390084	OR56A5	-0.35116	13100	5805
RGPD6	ENSG00000183054	RGPD6	729540	RGPD6	-0.35111	13099	5806
EGR4	ENSG00000135625	EGR4	1961	EGR4	-0.351095	13098	5807
GSX2	ENSG00000180613	GSX2	170825	GSX2	-0.350959	13097	5808
SEMG1	ENSG00000124233	SEMG1	6406	SEMG1	-0.3509575	13096	5809
LTV1	ENSG00000135521	LTV1	84946	LTV1	-0.3508775	13095	5810
TRPA1	ENSG00000104321	TRPA1	8989	TRPA1	-0.3508425	13094	5811
ALDH6A1	ENSG00000119711	ALDH6A1	4329	ALDH6A1	-0.3507	13093	5812
DTD1	ENSG00000125821	DTD1	92675	DTD1	-0.350534	13092	5813
KIAA1755	ENSG00000149633	KIAA1755	85449	KIAA1755	-0.350452	13091	5814
SF1	ENSG00000168066	SF1	7536	SF1	-0.350375	13090	5815
DNASE1L3	ENSG00000163687	DNASE1L3	1776	DNASE1L3	-0.35026	13089	5816
PGM1	ENSG00000079739	PGM1	5236	PGM1	-0.3501955	13088	5817
TEX22	ENSG00000226174	TEX22	647310	TEX22	-0.350085	13087	5818
GRIK5	ENSG00000105737	GRIK5	2901	GRIK5	-0.350065	13086	5819
SLC25A47	ENSG00000140107	SLC25A47	283600	SLC25A47	-0.3497921	13085	5820
C12orf49	ENSG00000111412	SPRING1	79794	SPRING1	-0.349615	13084	5821
TIMM44	ENSG00000104980	TIMM44	10469	TIMM44	-0.34946	13083	5822
SELM	ENSG00000198832	SELENOM	140606	SELENOM	-0.349255	13082	5823
MYO1H	ENSG00000174527	MYO1H	283446	MYO1H	-0.34915	13081	5824
HDAC5	ENSG00000108840	HDAC5	10014	HDAC5	-0.3490825	13080	5825
ARMCX6	ENSG00000198960	ARMCX6	54470	ARMCX6	-0.3490615	13079	5826
ZNF775	ENSG00000196456	ZNF775	285971	ZNF775	-0.3488	13078	5827
ARHGAP33	ENSG00000004777	ARHGAP33	115703	ARHGAP33	-0.34876	13077	5828
DCAF8	ENSG00000132716	DCAF8	50717	DCAF8	-0.34874	13076	5829
ITPA	ENSG00000125877	ITPA	3704	ITPA	-0.348735	13075	5830
TCTN3	ENSG00000119977	TCTN3	26123	TCTN3	-0.348715	13074	5831
MED30	ENSG00000164758	MED30	90390	MED30	-0.348635	13073	5832
ITPR3	ENSG00000096433	ITPR3	3710	ITPR3	-0.34861	13072	5833
MRPL36	ENSG00000171421	MRPL36	64979	MRPL36	-0.3486	13071	5834
PRPF8	ENSG00000174231	PRPF8	10594	PRPF8	-0.34858	13070	5835
CD36	ENSG00000135218	CD36	948	CD36	-0.3485325	13069	5836
FEM1B	ENSG00000169018	FEM1B	10116	FEM1B	-0.34853	13068	5837
ERP29	ENSG00000089248	ERP29	10961	ERP29	-0.34842	13067	5838
ANKDD1B	ENSG00000189045	ANKDD1B	728780	ANKDD1B	-0.348215	13066	5839
KLRC2	ENSG00000205809	KLRC2	3822	KLRC2	-0.348165	13064	5840
TUBB3	ENSG00000258947	TUBB3	10381	TUBB3	-0.348165	13065	5841
SLC7A2	ENSG00000003989	SLC7A2	6542	SLC7A2	-0.348025	13063	5842
DENND4B	ENSG00000198837	DENND4B	9909	DENND4B	-0.348005	13062	5843
DOK6	ENSG00000206052	DOK6	220164	DOK6	-0.347915	13061	5844
SLK	ENSG00000065613	SLK	9748	SLK	-0.34785	13060	5845
ERICH6B	ENSG00000165837	ERICH6B	220081	ERICH6B	-0.347515	13059	5846
VPS33B	ENSG00000184056	VPS33B	26276	VPS33B	-0.347335	13058	5847
PTCD3	ENSG00000132300	PTCD3	55037	PTCD3	-0.34729	13057	5848
IFRD2	ENSG00000214706	IFRD2	7866	IFRD2	-0.3472443	13056	5849
CACNG1	ENSG00000108878	CACNG1	786	CACNG1	-0.34717	13055	5850
TM7SF3	ENSG00000064115	TM7SF3	51768	TM7SF3	-0.34714	13054	5851
ANGPTL2	ENSG00000136859	ANGPTL2	23452	ANGPTL2	-0.3470155	13053	5852
MBD3L5	ENSG00000237247	MBD3L5	284428	MBD3L5	-0.34692	13052	5853
KDELC1	ENSG00000134901	POGLUT2	79070	POGLUT2	-0.346805	13051	5854
SP1	ENSG00000185591	SP1	6667	SP1	-0.346675	13050	5855
LSM14A	ENSG00000257103	LSM14A	26065	LSM14A	-0.346652	13049	5856
FKBP1A	ENSG00000088832	FKBP1A	2280	FKBP1A	-0.34662	13048	5857
ACOT9	ENSG00000123130	ACOT9	23597	ACOT9	-0.34643	13047	5858
TTBK2	ENSG00000128881	TTBK2	146057	TTBK2	-0.346425	13046	5859
ZNF585A	ENSG00000196967	ZNF585A	199704	ZNF585A	-0.346345	13045	5860
LDLR	ENSG00000130164	LDLR	3949	LDLR	-0.346235	13044	5861
PID1	ENSG00000153823	PID1	55022	PID1	-0.346105	13043	5862
ELF3	ENSG00000163435	ELF3	1999	ELF3	-0.345995	13042	5863
CLDN5	ENSG00000184113	CLDN5	7122	CLDN5	-0.3458	13041	5864
CDC45	ENSG00000093009	CDC45	8318	CDC45	-0.3457055	13040	5865
PSPH	ENSG00000146733	PSPH	5723	PSPH	-0.34553	13039	5866
OPN3	ENSG00000054277	OPN3	23596	OPN3	-0.3455	13038	5867
HAUS4	ENSG00000092036	HAUS4	54930	HAUS4	-0.34531	13037	5868
ZSWIM5	ENSG00000162415	ZSWIM5	57643	ZSWIM5	-0.3451845	13036	5869
RRP8	ENSG00000132275	RRP8	23378	RRP8	-0.344977	13035	5870
LHPP	ENSG00000107902	LHPP	64077	LHPP	-0.3449605	13034	5871
ASF1A	ENSG00000111875	ASF1A	25842	ASF1A	-0.344955	13033	5872
SHANK3	ENSG00000251322	SHANK3	85358	SHANK3	-0.34495	13032	5873
PRY2	ENSG00000169807	PRY2	442862	PRY2	-0.344785	13031	5874
C2orf69	ENSG00000178074	C2orf69	205327	C2orf69	-0.3447248	13030	5875
PRDM6	ENSG00000061455	PRDM6	93166	PRDM6	-0.343855	13029	5876
DENND1C	ENSG00000205744	DENND1C	79958	DENND1C	-0.343805	13028	5877
DNPEP	ENSG00000123992	DNPEP	23549	DNPEP	-0.3436375	13027	5878
HBP1	ENSG00000105856	HBP1	26959	HBP1	-0.343555	13026	5879
C19orf12	ENSG00000131943	C19orf12	83636	C19orf12	-0.34355	13025	5880
LRP6	ENSG00000070018	LRP6	4040	LRP6	-0.343545	13024	5881
METTL15	ENSG00000169519	METTL15	196074	METTL15	-0.343525	13023	5882
PPIL4	ENSG00000131013	PPIL4	85313	PPIL4	-0.343481	13022	5883
IL27	ENSG00000197272	IL27	246778	IL27	-0.34304	13021	5884
LDB2	ENSG00000169744	LDB2	9079	LDB2	-0.34293	13020	5885
CUL9	ENSG00000112659	CUL9	23113	CUL9	-0.342925	13019	5886
VMO1	ENSG00000182853	VMO1	284013	VMO1	-0.342875	13018	5887
CLDN8	ENSG00000156284	CLDN8	9073	CLDN8	-0.34275	13017	5888
AKAP9	ENSG00000127914	AKAP9	10142	AKAP9	-0.3427	13016	5889
HERC6	ENSG00000138642	HERC6	55008	HERC6	-0.342685	13015	5890
LTA4H	ENSG00000111144	LTA4H	4048	LTA4H	-0.34258	13014	5891
SNRNP27	ENSG00000124380	SNRNP27	11017	SNRNP27	-0.34254	13013	5892
CCDC24	ENSG00000159214	CCDC24	149473	CCDC24	-0.34251	13012	5893
C1orf198	ENSG00000119280	C1orf198	84886	C1orf198	-0.342475	13011	5894
GNAZ	ENSG00000128266	GNAZ	2781	GNAZ	-0.3424125	13010	5895
SYN2	ENSG00000157152	SYN2	6854	SYN2	-0.34234	13009	5896
OBFC1	ENSG00000107960	STN1	79991	STN1	-0.342335	13008	5897
PCDHGA9	ENSG00000261934	PCDHGA9	56107	PCDHGA9	-0.342275	13007	5898
ZKSCAN1	ENSG00000106261	ZKSCAN1	7586	ZKSCAN1	-0.342048	13006	5899
ZKSCAN5	ENSG00000196652	ZKSCAN5	23660	ZKSCAN5	-0.34189	13005	5900
RPS11	ENSG00000142534	RPS11	6205	RPS11	-0.3418095	13004	5901
RAB9B	ENSG00000123570	RAB9B	51209	RAB9B	-0.341775	13003	5902
COPG2	ENSG00000158623	COPG2	26958	COPG2	-0.34175	13002	5903
KNCN	ENSG00000162456	KNCN	148930	KNCN	-0.34164	13001	5904
CIDEA	ENSG00000176194	CIDEA	1149	CIDEA	-0.341635	13000	5905
THBS3	ENSG00000169231	THBS3	7059	THBS3	-0.341565	12999	5906
DDTL	ENSG00000099974	DDTL	100037417	DDTL	-0.34145	12998	5907
FLCN	ENSG00000154803	FLCN	201163	FLCN	-0.341405	12997	5908
MYPN	ENSG00000138347	MYPN	84665	MYPN	-0.34099	12996	5909
ANP32D	ENSG00000139223	ANP32D	23519	ANP32D	-0.34093	12995	5910
FAM117A	ENSG00000121104	FAM117A	81558	FAM117A	-0.3409	12994	5911
PPP4R1	ENSG00000154845	PPP4R1	9989	PPP4R1	-0.3408995	12993	5912
SLC25A20	ENSG00000178537	SLC25A20	788	SLC25A20	-0.3408486	12992	5913
TRAM1L1	ENSG00000174599	TRAM1L1	133022	TRAM1L1	-0.34062	12991	5914
ZBTB8A	ENSG00000160062	ZBTB8A	653121	ZBTB8A	-0.340375	12990	5915
RACGAP1	ENSG00000161800	RACGAP1	29127	RACGAP1	-0.3402955	12989	5916
MIER2	ENSG00000105556	MIER2	54531	MIER2	-0.340285	12988	5917
CNDP1	ENSG00000150656	CNDP1	84735	CNDP1	-0.34018	12987	5918
BEAN1	ENSG00000166546	BEAN1	146227	BEAN1	-0.340176	12986	5919
DOK4	ENSG00000125170	DOK4	55715	DOK4	-0.34017	12985	5920
CST4	ENSG00000101441	CST4	1472	CST4	-0.34016	12984	5921
CBX5	ENSG00000094916	CBX5	23468	CBX5	-0.340105	12983	5922
PRPF3	ENSG00000117360	PRPF3	9129	PRPF3	-0.340075	12982	5923
ETFDH	ENSG00000171503	ETFDH	2110	ETFDH	-0.3398925	12981	5924
RPP25	ENSG00000178718	RPP25	54913	RPP25	-0.33985	12980	5925
C5orf15	ENSG00000113583	C5orf15	56951	C5orf15	-0.339735	12979	5926
GATSL3	ENSG00000239282	CASTOR1	652968	CASTOR1	-0.33967	12978	5927
CEND1	ENSG00000184524	CEND1	51286	CEND1	-0.3395379	12977	5928
VIT	ENSG00000205221	VIT	5212	VIT	-0.33953	12976	5929
C14orf80	ENSG00000185347	TEDC1	283643	TEDC1	-0.33952	12975	5930
RHBDL3	ENSG00000141314	RHBDL3	162494	RHBDL3	-0.339435	12974	5931
KCNB2	ENSG00000182674	KCNB2	9312	KCNB2	-0.339415	12973	5932
TIGD7	ENSG00000140993	TIGD7	91151	TIGD7	-0.33937	12972	5933
CATSPER2	ENSG00000166762	CATSPER2	117155	CATSPER2	-0.339325	12971	5934
HEMK1	ENSG00000114735	HEMK1	51409	HEMK1	-0.33920615	12970	5935
TMEM174	ENSG00000164325	TMEM174	134288	TMEM174	-0.3389365	12969	5936
PCDH15	ENSG00000150275	PCDH15	65217	PCDH15	-0.338875	12968	5937
PTPN13	ENSG00000163629	PTPN13	5783	PTPN13	-0.33887	12967	5938
PTMS	ENSG00000159335	PTMS	5763	PTMS	-0.338845	12966	5939
USP17L10	ENSG00000231396	USP17L10	100287144	USP17L10	-0.338604	12965	5940
PGM3	ENSG00000013375	PGM3	5238	PGM3	-0.338295	12964	5941
TMTC4	ENSG00000125247	TMTC4	84899	TMTC4	-0.338207	12963	5942
ANAPC11	ENSG00000141552	ANAPC11	51529	ANAPC11	-0.338055	12962	5943
ITSN1	ENSG00000205726	ITSN1	6453	ITSN1	-0.338033	12961	5944
CDYL	ENSG00000153046	CDYL	9425	CDYL	-0.337875	12960	5945
C1QL1	ENSG00000131094	C1QL1	10882	C1QL1	-0.3378	12959	5946
CMA1	ENSG00000092009	CMA1	1215	CMA1	-0.3377895	12958	5947
MEX3B	ENSG00000183496	MEX3B	84206	MEX3B	-0.337765	12957	5948
ZNF764	ENSG00000169951	ZNF764	92595	ZNF764	-0.33761	12956	5949
CCNC	ENSG00000112237	CCNC	892	CCNC	-0.337555	12955	5950
SLC35E3	ENSG00000175782	SLC35E3	55508	SLC35E3	-0.33743	12954	5951
THTPA	ENSG00000259431	THTPA	79178	THTPA	-0.337289	12953	5952
KCNJ3	ENSG00000162989	KCNJ3	3760	KCNJ3	-0.33725	12952	5953
ZNF33A	ENSG00000189180	ZNF33A	7581	ZNF33A	-0.337185	12951	5954
ZNF441	ENSG00000197044	ZNF441	126068	ZNF441	-0.337105	12950	5955
DPP8	ENSG00000074603	DPP8	54878	DPP8	-0.33695	12949	5956
CALM1	ENSG00000198668	CALM1	801	CALM1	-0.336805	12948	5957
MTA2	ENSG00000149480	MTA2	9219	MTA2	-0.3367445	12947	5958
FGD2	ENSG00000146192	FGD2	221472	FGD2	-0.336735	12945	5959
